date,status,trades,gap_events,long_trades,short_trades,stop_exits,gap_exits,end_of_data_exits,winning_trades,losing_trades,break_even_trades,total_points,average_points,max_profit_points,max_loss_points,total_pnl_usd,average_pnl_usd,max_profit_usd,max_loss_usd,ending_equity,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct,remarks
2021-06-03,TRADED,8,0,4,4,8,0,0,1,7,0,467.64,58.45,847.65,-120.80,13083.84,1635.48,23244.82,-3223.18,1031630.84,1,7,380.01,10160.96,0.9753,
2021-06-04,TRADED,5,0,1,4,5,0,0,2,3,0,1902.23,380.45,1092.45,-72.83,50199.27,10039.85,29128.32,-1961.50,1081830.10,2,3,152.18,4098.04,0.3774,
2021-06-05,TRADED,2,0,1,1,2,0,0,1,1,0,-422.28,-211.14,55.24,-477.52,-11555.51,-5777.75,1487.96,-13043.47,1070274.58,1,1,477.52,13043.47,1.2057,
2021-06-06,TRADED,25,0,15,10,25,0,0,2,23,0,-1459.14,-58.37,147.08,-411.12,-40446.88,-1617.88,4045.37,-11311.38,1029827.70,1,22,1607.51,44532.57,4.1450,
2021-06-07,TRADED,11,0,6,5,11,0,0,1,10,0,-538.11,-48.92,70.01,-158.14,-14941.02,-1358.27,1944.31,-4415.94,1014886.69,1,9,538.11,14941.01,1.4508,
2021-06-08,TRADED,1,0,0,1,1,0,0,1,0,0,3121.41,3121.41,3121.41,3121.41,86422.54,86422.54,86422.54,86422.54,1101309.22,1,0,0.00,0.00,0.0000,
2021-06-09,TRADED,8,0,4,4,8,0,0,0,8,0,-945.96,-118.24,-8.51,-376.22,-28660.34,-3582.54,-259.59,-11317.68,1072648.88,0,8,945.96,28660.34,2.6024,
2021-06-10,TRADED,7,0,3,4,7,0,0,1,6,0,3281.05,468.72,3930.00,-193.42,101549.69,14507.10,119125.67,-5250.97,1174198.56,1,6,648.95,17575.99,1.4748,
2021-06-11,TRADED,23,0,9,14,23,0,0,0,23,0,-2297.57,-99.89,-10.23,-302.63,-62241.54,-2706.15,-277.60,-8144.31,1111957.02,0,23,2297.57,62241.54,5.3008,
2021-06-12,TRADED,12,0,7,5,12,0,0,1,11,0,-180.95,-15.08,649.30,-173.09,-5054.59,-421.22,17752.72,-4655.55,1106902.42,1,7,473.54,13201.37,1.1786,
2021-06-13,TRADED,8,0,5,3,8,0,0,1,7,0,-366.63,-45.83,25.37,-131.16,-10283.18,-1285.40,713.27,-3669.75,1096619.25,1,4,366.63,10283.17,0.9290,
2021-06-14,TRADED,2,0,2,0,2,0,0,1,1,0,3664.33,1832.16,3749.20,-84.87,103066.80,51533.40,105216.01,-2149.21,1199686.05,1,1,84.87,2149.21,0.1788,
2021-06-15,TRADED,20,0,11,9,20,0,0,1,19,0,-843.93,-42.20,592.76,-208.43,-20752.78,-1037.64,15010.00,-5209.09,1178933.28,1,19,1436.69,35762.78,2.9442,
2021-06-16,TRADED,7,0,3,4,7,0,0,1,6,0,-422.83,-60.40,5.46,-118.88,-10516.21,-1502.32,135.95,-2946.53,1168417.07,1,5,422.83,10516.21,0.8920,
2021-06-17,TRADED,9,0,5,4,9,0,0,1,8,0,326.48,36.28,897.05,-289.03,7832.14,870.24,22444.99,-7373.21,1176249.19,1,8,570.57,14612.86,1.2271,
2021-06-18,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1176249.19,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-06-19,TRADED,17,0,9,8,17,0,0,1,16,0,1470.65,86.51,2876.92,-322.30,34882.91,2051.94,74052.11,-8900.08,1211132.09,1,16,1406.27,39169.21,3.1328,
2021-06-20,TRADED,14,0,6,8,14,0,0,1,13,0,-140.56,-10.04,620.67,-200.45,-3986.00,-284.71,17373.90,-5641.60,1207146.11,1,12,746.11,20929.24,1.7281,
2021-06-21,TRADED,5,0,3,2,5,0,0,0,5,0,-679.49,-135.90,-7.10,-450.84,-19224.95,-3844.99,-202.60,-12698.68,1187921.15,0,5,679.49,19224.96,1.5926,
2021-06-22,TRADED,12,0,7,5,12,0,0,2,10,0,118.48,9.87,1833.38,-439.93,-14.82,-1.24,52750.06,-13606.22,1187906.34,1,8,1714.90,52764.87,4.2529,
2021-06-23,TRADED,10,0,6,4,10,0,0,2,8,0,-551.28,-55.13,992.56,-546.83,-15602.78,-1560.28,30654.42,-16479.33,1172303.56,1,7,1542.01,46200.13,3.7915,
2021-06-24,TRADED,7,0,1,6,7,0,0,1,6,0,-74.81,-10.69,370.55,-131.31,-2385.28,-340.75,10975.01,-3955.17,1169918.28,1,5,370.48,11137.12,0.9430,
2021-06-25,TRADED,5,0,2,3,5,0,0,1,4,0,545.11,109.02,863.89,-144.57,16543.83,3308.77,25842.26,-4219.95,1186462.11,1,4,318.78,9298.43,0.7776,
2021-06-26,TRADED,12,0,7,5,12,0,0,2,10,0,1651.04,137.59,2375.42,-248.83,46332.79,3861.07,69271.15,-7818.17,1232794.90,1,9,832.01,26334.03,2.0914,
2021-06-27,TRADED,10,0,7,3,10,0,0,2,8,0,480.82,48.08,1045.16,-215.54,15842.00,1584.20,33077.22,-6604.92,1248636.88,1,4,564.34,17235.24,1.3615,
2021-06-28,TRADED,12,0,8,4,12,0,0,1,11,0,-192.92,-16.08,457.68,-161.87,-5389.71,-449.14,13580.79,-4695.78,1243247.17,1,11,650.60,18970.50,1.5029,
2021-06-29,TRADED,5,0,3,2,5,0,0,0,5,0,-364.52,-72.90,-25.54,-156.65,-10597.46,-2119.49,-740.02,-4565.39,1232649.71,0,5,364.52,10597.46,0.8524,
2021-06-30,TRADED,2,0,1,1,2,0,0,2,0,0,1720.63,860.32,1205.72,514.91,49460.97,24730.49,34945.02,14515.95,1282110.69,2,0,0.00,0.00,0.0000,
2021-07-01,TRADED,4,0,3,1,4,0,0,0,4,0,-342.53,-85.63,-39.19,-173.20,-9787.95,-2446.99,-1123.12,-4935.27,1272322.74,0,4,342.53,9787.95,0.7634,
2021-07-02,TRADED,18,0,11,7,18,0,0,3,15,0,65.49,3.64,886.34,-187.41,1080.79,60.04,25619.65,-5532.17,1273403.53,1,8,820.85,24538.86,1.8906,
2021-07-03,TRADED,3,0,3,0,3,0,0,1,2,0,608.78,202.93,733.05,-83.96,18215.22,6071.74,21867.74,-2444.40,1291618.74,1,1,83.96,2444.40,0.1889,
2021-07-04,TRADED,1,0,1,0,1,0,0,1,0,0,842.29,842.29,842.29,842.29,24478.23,24478.23,24478.23,24478.23,1316096.97,1,0,0.00,0.00,0.0000,
2021-07-05,TRADED,1,0,1,0,1,0,0,0,1,0,-101.61,-101.61,-101.61,-101.61,-2871.35,-2871.35,-2871.35,-2871.35,1313225.62,0,1,101.61,2871.35,0.2182,
2021-07-06,TRADED,22,0,9,13,22,0,0,1,21,0,-987.24,-44.87,884.66,-443.76,-29529.51,-1342.25,25296.97,-12854.08,1283696.11,1,21,1871.90,54826.48,4.0960,
2021-07-07,TRADED,12,0,6,6,12,0,0,1,11,0,-368.92,-30.74,232.75,-167.70,-10779.38,-898.28,6787.43,-4884.23,1272916.74,1,9,562.01,16417.64,1.2789,
2021-07-08,TRADED,1,0,0,1,1,0,0,1,0,0,1369.07,1369.07,1369.07,1369.07,39661.98,39661.98,39661.98,39661.98,1312578.72,1,0,0.00,0.00,0.0000,
2021-07-09,TRADED,13,0,6,7,13,0,0,1,12,0,-523.05,-40.23,202.45,-181.31,-15973.23,-1228.71,6132.51,-5503.54,1296605.48,1,12,725.50,22105.74,1.6763,
2021-07-10,TRADED,8,0,5,3,8,0,0,2,6,0,627.57,78.45,688.25,-53.73,19112.47,2389.06,20911.42,-1596.36,1315717.95,1,5,102.29,3035.35,0.2302,
2021-07-11,TRADED,11,0,4,7,11,0,0,0,11,0,-402.50,-36.59,-0.59,-109.84,-11953.79,-1086.71,-17.51,-3257.08,1303764.15,0,11,402.50,11953.80,0.9085,
2021-07-12,TRADED,1,0,1,0,1,0,0,1,0,0,469.57,469.57,469.57,469.57,13963.74,13963.74,13963.74,13963.74,1317727.90,1,0,0.00,0.00,0.0000,
2021-07-13,TRADED,7,0,3,4,7,0,0,1,6,0,497.17,71.02,728.04,-102.77,14434.01,2062.00,21385.58,-3088.50,1332161.92,1,6,230.87,6951.56,0.5191,
2021-07-14,TRADED,8,0,3,5,8,0,0,1,7,0,129.32,16.16,576.31,-191.87,3679.64,459.96,17440.50,-5883.73,1335841.57,1,7,446.99,13760.85,1.0196,
2021-07-15,TRADED,9,0,6,3,9,0,0,0,9,0,-582.36,-64.71,-1.63,-273.86,-17806.05,-1978.45,-49.96,-8340.47,1318035.52,0,9,582.36,17806.05,1.3329,
2021-07-16,TRADED,21,0,11,10,21,0,0,3,18,0,79.58,3.79,494.89,-85.38,2213.54,105.41,15232.34,-2681.17,1320249.08,2,13,415.31,13018.79,0.9765,
2021-07-17,TRADED,16,0,11,5,16,0,0,0,16,0,-952.17,-59.51,-0.39,-203.00,-30023.05,-1876.44,-12.33,-6379.53,1290226.02,0,16,952.17,30023.06,2.2740,
2021-07-18,TRADED,13,0,6,7,13,0,0,2,11,0,-123.05,-9.47,138.75,-63.31,-3869.05,-297.62,4387.55,-1994.95,1286356.96,1,7,200.35,6308.90,0.4881,
2021-07-19,TRADED,12,0,6,6,12,0,0,1,11,0,-259.32,-21.61,38.63,-71.87,-8175.68,-681.31,1217.45,-2263.81,1278181.29,1,8,259.32,8175.67,0.6356,
2021-07-20,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1278181.29,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-07-21,TRADED,5,0,2,3,5,0,0,1,4,0,1681.43,336.29,1790.78,-39.91,52941.04,10588.21,56615.50,-1343.38,1331122.34,1,4,109.35,3674.45,0.2753,
2021-07-22,TRADED,14,0,7,7,14,0,0,1,13,0,1480.20,105.73,2137.50,-163.81,51283.56,3663.11,71824.65,-5095.32,1382405.87,1,13,657.30,20541.12,1.4641,
2021-07-23,TRADED,18,0,9,9,18,0,0,1,17,0,-396.04,-22.00,125.44,-69.66,-12209.96,-678.33,3896.04,-2155.46,1370195.91,1,17,521.48,16106.00,1.1618,
2021-07-24,TRADED,1,0,1,0,1,0,0,1,0,0,1286.96,1286.96,1286.96,1286.96,39696.47,39696.47,39696.47,39696.47,1409892.39,1,0,0.00,0.00,0.0000,
2021-07-25,TRADED,11,0,4,7,11,0,0,2,9,0,-222.02,-20.18,273.07,-115.86,-6403.74,-582.16,8040.10,-3394.64,1403488.66,2,9,614.45,17974.25,1.2645,
2021-07-26,TRADED,3,0,2,1,3,0,0,1,2,0,3471.84,1157.28,3561.86,-59.68,101385.86,33795.29,103755.99,-1569.54,1504874.52,1,2,90.02,2370.13,0.1572,
2021-07-27,TRADED,13,0,8,5,13,0,0,0,13,0,-1484.72,-114.21,-5.48,-266.67,-39194.52,-3014.96,-145.05,-6999.84,1465679.99,0,13,1484.72,39194.53,2.6045,
2021-07-28,TRADED,6,0,4,2,6,0,0,1,5,0,791.77,131.96,1683.97,-439.98,22230.11,3705.02,44621.57,-10923.24,1487910.11,1,5,892.20,22391.46,1.4826,
2021-07-29,TRADED,29,0,12,17,29,0,0,2,27,0,-2064.90,-71.20,37.53,-256.32,-51734.09,-1783.93,940.83,-6384.06,1436176.02,1,14,2102.43,52674.92,3.5402,
2021-07-30,TRADED,7,0,3,4,7,0,0,1,6,0,154.90,22.13,432.17,-147.02,3878.57,554.08,10841.66,-3699.65,1440054.59,1,6,277.27,6963.09,0.4848,
2021-07-31,TRADED,10,0,3,7,10,0,0,1,9,0,620.00,62.00,1380.15,-179.79,16257.48,1625.75,34594.55,-4343.97,1456312.06,1,9,760.15,18337.08,1.2435,
2021-08-01,TRADED,15,0,12,3,15,0,0,0,15,0,-907.86,-60.52,-0.05,-169.12,-21787.29,-1452.49,-1.20,-4073.34,1434524.76,0,15,907.86,21787.30,1.4961,
2021-08-02,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1434524.76,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-08-03,TRADED,5,0,2,3,5,0,0,2,3,0,2572.87,514.57,2000.28,-157.55,62542.76,12508.55,48115.74,-4109.52,1497067.51,1,2,215.38,5609.89,0.3733,
2021-08-04,TRADED,10,0,3,7,10,0,0,1,9,0,-240.84,-24.08,133.58,-101.46,-6271.35,-627.13,3490.46,-2635.58,1490796.16,1,6,311.75,8116.73,0.5422,
2021-08-05,TRADED,6,0,3,3,6,0,0,1,5,0,227.81,37.97,920.31,-324.79,6356.31,1059.38,24122.32,-8375.04,1497152.46,1,5,692.50,17766.01,1.1727,
2021-08-06,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1497152.46,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-08-07,TRADED,3,0,2,1,3,0,0,1,2,0,3498.37,1166.12,3881.82,-194.33,89804.19,29934.73,98669.58,-4471.28,1586956.65,1,2,383.45,8865.38,0.5555,
2021-08-08,TRADED,11,0,5,6,11,0,0,1,10,0,-232.12,-21.10,841.47,-350.87,-4922.48,-447.50,19377.13,-7983.75,1582034.18,1,10,1073.59,24299.60,1.5127,
2021-08-09,TRADED,1,0,0,1,1,0,0,1,0,0,185.04,185.04,185.04,185.04,4193.46,4193.46,4193.46,4193.46,1586227.63,1,0,0.00,0.00,0.0000,
2021-08-10,TRADED,22,0,11,11,22,0,0,1,21,0,-652.48,-29.66,1164.66,-154.94,-13480.75,-612.76,26307.23,-3405.84,1572746.91,1,21,1817.14,39787.95,2.4674,
2021-08-11,TRADED,16,0,9,7,16,0,0,1,15,0,-913.01,-57.06,350.92,-264.37,-19963.34,-1247.71,7679.89,-5767.18,1552783.54,1,13,1093.71,23954.78,1.5231,
2021-08-12,TRADED,8,0,4,4,8,0,0,0,8,0,-762.01,-95.25,-20.48,-337.95,-16595.85,-2074.48,-444.44,-7386.45,1536187.70,0,8,762.01,16595.84,1.0688,
2021-08-13,TRADED,2,0,1,1,2,0,0,1,1,0,1046.66,523.33,1093.68,-47.02,22755.38,11377.69,23802.83,-1047.45,1558943.08,1,1,47.02,1047.45,0.0671,
2021-08-14,TRADED,7,0,3,4,7,0,0,1,6,0,1486.47,212.35,2251.38,-473.04,33861.91,4837.42,50175.89,-10117.81,1592805.00,1,6,764.91,16313.97,1.0138,
2021-08-15,TRADED,7,0,3,4,7,0,0,1,6,0,-28.23,-4.03,459.40,-177.90,-563.27,-80.47,9792.37,-3766.47,1592241.72,1,5,423.26,8967.77,0.5630,
2021-08-16,TRADED,1,0,1,0,1,0,0,1,0,0,479.10,479.10,479.10,479.10,10300.55,10300.55,10300.55,10300.55,1602542.27,1,0,0.00,0.00,0.0000,
2021-08-17,TRADED,3,0,1,2,3,0,0,1,2,0,-98.73,-32.91,200.33,-234.11,-2135.02,-711.67,4298.32,-5031.50,1600407.25,1,2,299.06,6433.34,0.4004,
2021-08-18,TRADED,9,0,3,6,9,0,0,1,8,0,-13.79,-1.53,657.05,-167.11,-581.70,-64.63,14239.15,-3687.28,1599825.55,1,8,670.84,14820.85,0.9179,
2021-08-19,TRADED,4,0,1,3,4,0,0,1,3,0,-556.77,-139.19,1.90,-334.88,-12456.75,-3114.19,42.25,-7526.26,1587368.80,1,2,556.77,12456.75,0.7786,
2021-08-20,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1587368.80,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-08-21,TRADED,14,0,7,7,14,0,0,1,13,0,2502.29,178.73,3639.13,-293.00,57630.92,4116.49,80898.10,-6052.67,1644999.73,1,13,1136.84,23267.17,1.3947,
2021-08-22,TRADED,21,0,9,12,21,0,0,1,20,0,-890.97,-42.43,128.76,-174.93,-18176.74,-865.56,2626.08,-3579.71,1626822.97,1,19,975.53,19898.08,1.2096,
2021-08-23,TRADED,7,0,3,4,7,0,0,1,6,0,140.14,20.02,608.76,-216.41,3001.27,428.75,12432.00,-4343.76,1629824.24,1,6,468.62,9430.73,0.5753,
2021-08-24,TRADED,12,0,6,6,12,0,0,0,12,0,-876.33,-73.03,-5.01,-187.67,-17630.33,-1469.19,-100.79,-3766.31,1612193.91,0,12,876.33,17630.33,1.0817,
2021-08-25,TRADED,3,0,0,3,3,0,0,2,1,0,1330.53,443.51,936.07,-42.70,27024.62,9008.21,18894.47,-889.97,1639218.53,2,1,42.70,889.97,0.0543,
2021-08-26,TRADED,2,0,1,1,2,0,0,2,0,0,973.60,486.80,903.64,69.96,20164.01,10082.00,18715.82,1448.19,1659382.54,2,0,0.00,0.00,0.0000,
2021-08-27,TRADED,14,0,10,4,14,0,0,1,13,0,-1246.96,-89.07,49.08,-412.49,-26490.65,-1892.19,1042.59,-8804.21,1632891.89,1,9,1246.96,26490.65,1.5964,
2021-08-28,TRADED,11,0,8,3,11,0,0,1,10,0,1002.19,91.11,1340.24,-85.76,21409.23,1946.29,28330.33,-1756.43,1654301.11,1,10,338.05,6921.10,0.4166,
2021-08-29,TRADED,8,0,5,3,8,0,0,0,8,0,-489.18,-61.15,-26.26,-128.75,-10023.76,-1252.97,-539.54,-2639.90,1644277.36,0,8,489.18,10023.75,0.6059,
2021-08-30,TRADED,13,0,9,4,13,0,0,2,11,0,-572.55,-44.04,145.83,-268.06,-11746.95,-903.61,3011.84,-5478.10,1632530.40,1,5,572.55,11746.96,0.7144,
2021-08-31,TRADED,8,0,4,4,8,0,0,2,6,0,-373.68,-46.71,168.68,-214.99,-7846.98,-980.87,3553.10,-4532.38,1624683.43,1,6,652.68,13707.00,0.8384,
2021-09-01,TRADED,12,0,5,7,12,0,0,1,11,0,-759.84,-63.32,8.49,-261.45,-16099.95,-1341.66,179.46,-5559.40,1608583.45,1,8,759.84,16099.98,0.9910,
2021-09-02,TRADED,10,0,7,3,10,0,0,1,9,0,1488.50,148.85,2038.34,-184.52,31910.42,3191.04,43033.13,-3746.28,1640493.86,1,9,549.84,11122.73,0.6734,
2021-09-03,TRADED,12,0,3,9,12,0,0,1,11,0,-995.75,-82.98,170.94,-459.09,-20016.81,-1668.07,3438.36,-9180.82,1620477.04,1,9,995.75,20016.82,1.2202,
2021-09-04,TRADED,25,0,13,12,25,0,0,0,25,0,-2300.90,-92.04,-0.09,-444.04,-46037.69,-1841.51,-1.79,-8915.34,1574439.35,0,25,2300.90,46037.69,2.8410,
2021-09-05,TRADED,16,0,8,8,16,0,0,0,16,0,-967.93,-60.50,-3.18,-149.20,-19329.79,-1208.11,-63.58,-2970.64,1555109.56,0,16,967.93,19329.79,1.2277,
2021-09-06,TRADED,8,0,7,1,8,0,0,3,5,0,1205.65,150.71,1224.80,-74.13,24094.26,3011.78,24479.70,-1443.08,1579203.82,2,4,230.51,4490.43,0.2843,
2021-09-07,TRADED,1,0,1,0,1,0,0,1,0,0,216.48,216.48,216.48,216.48,4174.91,4174.91,4174.91,4174.91,1583378.73,1,0,0.00,0.00,0.0000,
2021-09-08,TRADED,15,0,8,7,15,0,0,3,12,0,3547.76,236.52,4726.89,-402.04,66386.45,4425.76,91841.18,-8753.51,1649765.18,2,11,1262.47,27246.03,1.6247,
2021-09-09,TRADED,31,0,19,12,31,0,0,0,31,0,-2499.17,-80.62,-3.83,-272.67,-54021.23,-1742.62,-82.99,-5842.10,1595743.96,0,31,2499.17,54021.22,3.2745,
2021-09-10,TRADED,10,0,6,4,10,0,0,1,9,0,-507.34,-50.73,27.80,-113.34,-10910.14,-1091.01,598.03,-2447.19,1584833.81,1,6,507.34,10910.15,0.6837,
2021-09-11,TRADED,9,0,6,3,9,0,0,1,8,0,520.72,57.86,1084.62,-146.85,10923.73,1213.75,23343.38,-3229.23,1595757.54,1,8,563.90,12419.65,0.7723,
2021-09-12,TRADED,11,0,4,7,11,0,0,1,10,0,-802.98,-73.00,42.98,-275.48,-17742.17,-1612.92,943.49,-6079.07,1578015.36,1,9,802.98,17742.18,1.1118,
2021-09-13,TRADED,7,0,4,3,7,0,0,1,6,0,-1791.22,-255.89,161.29,-1036.44,-39401.24,-5628.75,3551.24,-22385.31,1538614.11,1,5,1852.83,40775.50,2.5817,
2021-09-14,TRADED,1,0,1,0,1,0,0,0,1,0,-137.68,-137.68,-137.68,-137.68,-3065.40,-3065.40,-3065.40,-3065.40,1535548.71,0,1,137.68,3065.40,0.1992,
2021-09-15,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1535548.71,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-09-16,TRADED,19,0,7,12,19,0,0,3,16,0,1488.64,78.35,2881.52,-288.62,35171.11,1851.11,64282.95,-6084.94,1570719.83,1,15,1481.87,30966.10,1.9356,
2021-09-17,TRADED,18,0,10,8,18,0,0,1,17,0,-920.53,-51.14,34.17,-113.88,-19227.40,-1068.19,715.86,-2372.50,1551492.43,1,16,920.53,19227.40,1.2241,
2021-09-18,TRADED,7,0,3,4,7,0,0,2,5,0,55.43,7.92,503.23,-285.58,1224.91,174.99,10573.79,-5960.46,1552717.35,1,3,355.88,7416.54,0.4754,
2021-09-19,TRADED,11,0,4,7,11,0,0,0,11,0,-656.62,-59.69,-4.85,-189.08,-13631.60,-1239.24,-100.65,-3936.41,1539085.75,0,11,656.62,13631.60,0.8779,
2021-09-20,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1539085.75,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-09-21,TRADED,17,0,5,12,17,0,0,2,15,0,3694.13,217.30,4676.96,-154.02,74558.61,4385.80,97285.95,-3551.82,1613644.38,1,12,982.83,22727.33,1.3889,
2021-09-22,TRADED,15,0,8,7,15,0,0,1,14,0,-517.62,-34.51,670.90,-377.39,-12500.94,-833.40,15590.89,-8860.06,1601143.43,1,14,1188.52,28091.83,1.7242,
2021-09-23,TRADED,9,0,7,2,9,0,0,2,7,0,1057.66,117.52,1355.10,-195.54,25379.64,2819.96,32189.45,-4478.05,1626523.07,1,4,297.44,6809.82,0.4169,
2021-09-24,TRADED,11,0,6,5,11,0,0,1,10,0,-480.53,-43.68,455.78,-314.20,-10704.41,-973.13,10403.61,-7033.87,1615818.64,1,10,936.31,21108.04,1.2895,
2021-09-25,TRADED,42,0,21,21,42,0,0,1,41,0,-2598.55,-61.87,715.31,-281.80,-61426.37,-1462.53,16443.91,-6603.70,1554392.26,1,41,3313.86,77870.29,4.7707,
2021-09-26,TRADED,9,0,4,5,9,0,0,2,7,0,-82.60,-9.18,212.48,-123.20,-1941.61,-215.73,4991.14,-2884.57,1552450.65,1,6,375.55,8820.57,0.5675,
2021-09-27,TRADED,11,0,6,5,11,0,0,1,10,0,-358.54,-32.59,464.87,-205.88,-8084.67,-734.97,10792.56,-4700.42,1544365.98,1,10,823.41,18877.23,1.2076,
