market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,16,54,22.86,-28843.66,-412.05,2000.77,-1049.97,0.3337
commodities,GCF,59,19,40,32.2,-2055.14,-34.83,1180.47,-390.52,0.7476
commodities,HGF,53,0,53,0.0,-54238.66,-1023.37,-925.75,-1049.95,0.0
commodities,NGF,71,0,71,0.0,-72808.77,-1025.48,-916.08,-1049.98,0.0
commodities,SIF,68,9,59,13.24,-39429.63,-579.85,1326.06,-1049.99,0.1386
derivatives,CNXAUTO,43,14,29,32.56,-425.62,-9.9,923.53,-509.5,0.9351
derivatives,CNXFMCG,56,12,44,21.43,-4784.8,-85.44,807.39,-484.9,0.4399
derivatives,CNXIT,53,18,35,33.96,-127.57,-2.41,1490.37,-471.36,0.9864
derivatives,NSEBANK,50,10,40,20.0,-3099.57,-61.99,368.58,-330.18,0.4466
derivatives,NSEI,49,14,35,28.57,-2962.58,-60.46,708.69,-441.29,0.6038
equity,BHARTIARTL_NS,56,18,38,32.14,-538.03,-9.61,1199.41,-582.01,0.9507
equity,HDFCBANK_NS,45,11,34,24.44,-4581.68,-101.82,1201.93,-621.24,0.5919
equity,ICICIBANK_NS,51,14,37,27.45,-1318.62,-25.86,1529.61,-581.2,0.8703
equity,INFY_NS,53,13,40,24.53,-3303.31,-62.33,1778.34,-662.26,0.7595
equity,ITC_NS,57,9,48,15.79,-12106.32,-212.39,687.99,-606.28,0.2047
equity,KOTAKBANK_NS,41,14,27,34.15,-1852.73,-45.19,1055.35,-856.99,0.8161
equity,LT_NS,58,15,43,25.86,-3387.09,-58.4,1305.39,-704.93,0.7077
equity,RELIANCE_NS,55,14,41,25.45,-4320.12,-78.55,1634.59,-623.99,0.5973
equity,SBIN_NS,49,18,31,36.73,1242.14,25.35,1254.67,-664.32,1.1323
equity,TCS_NS,44,14,30,31.82,2200.63,50.01,1299.4,-533.31,1.261
