target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,slippage_points,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
3,commodities,CLF,2026-03-30,SELL,SELL,SHORT,2026-03-30T11:40:00-04:00,2026-03-30T11:45:00-04:00,101.529999,101.340001,102.187734,99.556794,100.872264,100.214529,99.556794,98.899059,98.241324,0.43849,0.657735,102.075535,102.096368,102.124457,42.1444,0.021893,0.084693,13.0405,2423.0,2776.1,0.0,71.43,STRONG BEAR,954,96678.36,999.54,0.2,0,2,2026-03-30T11:50:00-04:00,102.387734,STOP_LOSS,-999.54,50.0,-1049.54,-1.0856,-1.05
3,commodities,CLF,2026-03-30,BUY,BUY,LONG,2026-03-30T11:55:00-04:00,2026-03-30T12:00:00-04:00,102.970001,103.159999,102.255504,105.113492,103.684498,104.398995,105.113492,105.827989,106.542486,0.476331,0.714497,102.264674,102.175761,102.152513,63.2034,0.088775,0.064525,12.7246,5153.0,2710.8,85.71,0.0,STRONG BULL,905,93359.8,999.57,0.2,1,29,2026-03-30T14:20:00-04:00,102.240002,OPPOSITE_SIGNAL,-832.6,50.0,-882.6,-0.9454,-0.883
3,commodities,CLF,2026-03-30,SELL,SELL,SHORT,2026-03-30T14:15:00-04:00,2026-03-30T14:20:00-04:00,102.440002,102.240002,103.028204,100.675399,101.851801,101.2636,100.675399,100.087198,99.498997,0.392134,0.588201,103.005304,103.061645,102.534855,39.0219,0.029376,0.152161,15.7692,4338.0,1958.7,0.0,85.71,STRONG BEAR,978,99990.72,966.46,0.2,0,3,2026-03-30T14:30:00-04:00,103.228204,STOP_LOSS,-966.46,50.0,-1016.46,-1.0166,-1.0517
3,commodities,CLF,2026-03-30,BUY,BUY,LONG,2026-03-30T14:45:00-04:00,2026-03-30T14:50:00-04:00,103.209999,103.420001,102.682518,104.792442,103.73748,104.264961,104.792442,105.319923,105.847404,0.351654,0.527481,103.082723,103.07171,102.570504,53.7527,0.037213,0.055731,12.1753,672.0,2381.1,57.14,14.29,STRONG BULL,966,99903.72,905.61,0.2,1,7,2026-03-30T15:20:00-04:00,103.749997,SESSION_END,318.78,50.0,268.78,0.269,0.2968
3,commodities,CLF,2026-03-31,SELL,SELL,SHORT,2026-03-31T09:45:00-04:00,2026-03-31T09:50:00-04:00,102.870003,102.679997,103.515344,100.933978,102.224661,101.57932,100.933978,100.288636,99.643295,0.430228,0.645342,103.34161,103.343828,103.296883,43.0639,0.04757,0.114881,15.3561,3404.0,2158.15,0.0,85.71,STRONG BEAR,965,99086.2,999.11,0.2,1,11,2026-03-31T10:40:00-04:00,103.715344,STOP_LOSS,-999.11,50.0,-1049.11,-1.0588,-1.05
3,commodities,CLF,2026-03-31,BUY,BUY,LONG,2026-03-31T10:45:00-04:00,2026-03-31T10:50:00-04:00,104.019997,104.219997,103.237874,106.366363,104.802119,105.584241,106.366363,107.148485,107.930608,0.521415,0.782122,103.076168,103.016785,102.914606,63.6698,-0.001649,-0.11519,16.3498,4133.0,2767.6,85.71,0.0,STRONG BULL,845,88065.9,998.89,0.2,1,22,2026-03-31T12:35:00-04:00,103.037874,STOP_LOSS,-998.89,50.0,-1048.89,-1.191,-1.0501
3,commodities,CLF,2026-03-31,SELL,SELL,SHORT,2026-03-31T12:40:00-04:00,2026-03-31T12:45:00-04:00,101.5,101.329999,102.617006,98.148981,100.382994,99.265987,98.148981,97.031975,95.914968,0.744671,1.117006,103.74779,103.946002,103.281078,25.889,-0.037357,0.231848,22.6793,27139.0,4135.35,0.0,85.71,STRONG BEAR,672,68093.76,999.27,0.2,0,1,2026-03-31T12:45:00-04:00,102.817006,STOP_LOSS,-999.27,50.0,-1049.27,-1.5409,-1.05
3,commodities,CLF,2026-03-31,BUY,BUY,LONG,2026-03-31T14:50:00-04:00,2026-03-31T14:55:00-04:00,102.379997,102.570003,101.239415,105.801743,103.520579,104.661161,105.801743,106.942325,108.082907,0.760388,1.140582,102.003632,101.98104,102.43766,53.0835,-0.101607,-0.263694,29.7253,789.0,4151.25,71.43,14.29,STRONG BULL,653,66978.21,999.47,0.2,0,6,2026-03-31T15:20:00-04:00,102.060002,SESSION_END,-333.03,50.0,-383.03,-0.5719,-0.3832
3,commodities,CLF,2026-04-01,SELL,SELL,SHORT,2026-04-01T09:15:00-04:00,2026-04-01T09:20:00-04:00,100.300003,100.12,101.373429,97.079726,99.226577,98.153152,97.079726,96.0063,94.932875,0.715617,1.073426,101.786871,101.924898,100.34667,34.6908,-0.142436,-0.091839,26.3343,2997.0,3181.75,0.0,85.71,STRONG BEAR,688,68882.56,999.96,0.2,1,28,2026-04-01T11:35:00-04:00,99.979999,OPPOSITE_SIGNAL,96.32,50.0,46.32,0.0672,0.0463
3,commodities,CLF,2026-04-01,BUY,BUY,LONG,2026-04-01T11:30:00-04:00,2026-04-01T11:35:00-04:00,99.790001,99.979999,98.914298,102.417111,100.665704,101.541408,102.417111,103.292814,104.168517,0.583802,0.875703,99.48776,99.48546,99.285569,52.6222,-0.175047,-0.39614,31.9326,2516.0,2742.85,85.71,0.0,STRONG BULL,790,78984.2,999.9,0.2,1,20,2026-04-01T13:10:00-04:00,99.090001,OPPOSITE_SIGNAL,-703.1,50.0,-753.1,-0.9535,-0.7532
