market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,19,51,27.14,-28627.72,-408.97,1238.4,-1049.97,0.3103
commodities,GCF,59,20,39,33.9,-1784.92,-30.25,764.01,-390.52,0.7782
commodities,HGF,53,0,53,0.0,-54090.56,-1020.58,-914.93,-1049.95,0.0
commodities,NGF,71,0,71,0.0,-72624.25,-1022.88,-906.5,-1049.98,0.0
commodities,SIF,68,12,56,17.65,-41156.27,-605.24,732.15,-1049.99,0.0753
derivatives,CNXAUTO,43,15,28,34.88,-999.1,-23.23,638.11,-509.5,0.8456
derivatives,CNXFMCG,56,13,43,23.21,-4866.19,-86.9,512.22,-484.9,0.4119
derivatives,CNXIT,53,18,35,33.96,-1893.88,-35.73,966.66,-471.36,0.7988
derivatives,NSEBANK,50,13,37,26.0,-2924.15,-58.48,268.37,-330.18,0.4303
derivatives,NSEI,49,15,34,30.61,-3836.01,-78.29,442.59,-441.29,0.4827
equity,BHARTIARTL_NS,56,19,37,33.93,-2016.51,-36.01,848.52,-582.01,0.8137
equity,HDFCBANK_NS,45,12,33,26.67,-5457.91,-121.29,778.42,-621.24,0.4927
equity,ICICIBANK_NS,51,14,37,27.45,-3695.05,-72.45,992.94,-581.2,0.6364
equity,INFY_NS,53,14,39,26.42,-5244.13,-98.95,1155.49,-662.26,0.6161
equity,ITC_NS,57,9,48,15.79,-12862.11,-225.65,539.52,-606.28,0.155
equity,KOTAKBANK_NS,41,14,27,34.15,-3799.5,-92.67,653.49,-856.99,0.6228
equity,LT_NS,58,19,39,32.76,-2478.34,-42.73,1058.5,-704.93,0.777
equity,RELIANCE_NS,55,16,39,29.09,-3677.75,-66.87,1080.46,-623.99,0.6368
equity,SBIN_NS,49,19,30,38.78,-489.08,-9.98,806.16,-664.32,0.9471
equity,TCS_NS,44,15,29,34.09,-294.32,-6.69,1171.04,-533.31,0.965
