date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,3,10,-6956.18,650.0,-7606.18,-7.6062,92393.82,-7606.18,-7.6062
2026-03-31,13,2,11,-7609.0,650.0,-8259.0,-8.9389,84134.82,-15865.18,-15.8652
2026-04-01,54,16,38,-8722.58,2700.0,-11422.58,-13.5765,72712.24,-27287.76,-27.2878
2026-04-02,36,15,21,-640.07,1800.0,-2440.07,-3.3558,70272.17,-29727.83,-29.7278
2026-04-06,56,12,44,-17495.03,2800.0,-20295.03,-28.8806,49977.14,-50022.86,-50.0229
2026-04-07,76,18,58,-7722.28,3800.0,-11522.28,-23.0551,38454.86,-61545.14,-61.5451
2026-04-08,48,12,36,-7682.1,2400.0,-10082.1,-26.218,28372.76,-71627.24,-71.6272
2026-04-09,56,18,38,-1826.28,2800.0,-4626.28,-16.3054,23746.48,-76253.52,-76.2535
2026-04-10,73,15,58,-11916.2,3650.0,-15566.2,-65.5516,8180.28,-91819.72,-91.8197
2026-04-13,54,13,41,-3168.37,2700.0,-5868.37,-71.738,2311.91,-97688.09,-97.6881
2026-04-14,9,0,9,-8384.83,450.0,-8834.83,-382.1442,-6522.92,-106522.92,-106.5229
2026-04-15,70,11,59,-18236.7,3500.0,-21736.7,333.2357,-28259.62,-128259.62,-128.2596
2026-04-16,66,18,48,-8639.11,3300.0,-11939.11,42.2479,-40198.73,-140198.73,-140.1987
2026-04-17,69,14,55,-9227.27,3450.0,-12677.27,31.5365,-52876.0,-152876.0,-152.876
2026-04-20,25,1,24,-14717.85,1250.0,-15967.85,30.1987,-68843.85,-168843.85,-168.8438
2026-04-21,49,10,39,-8777.47,2450.0,-11227.47,16.3086,-80071.32,-180071.32,-180.0713
2026-04-22,63,19,44,-3010.73,3150.0,-6160.73,7.6941,-86232.05,-186232.05,-186.232
2026-04-23,66,13,53,-11197.4,3300.0,-14497.4,16.8121,-100729.45,-200729.45,-200.7294
2026-04-24,52,11,41,-11295.91,2600.0,-13895.91,13.7953,-114625.36,-214625.36,-214.6254
2026-04-27,59,11,48,-9717.26,2950.0,-12667.26,11.051,-127292.62,-227292.62,-227.2926
2026-04-28,54,11,43,-8910.88,2700.0,-11610.88,9.1214,-138903.5,-238903.5,-238.9035
2026-04-29,20,9,11,3162.37,1000.0,2162.37,-1.5567,-136741.13,-236741.13,-236.7411
