market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,15,55,21.43,-29541.55,-422.02,2509.84,-1049.97,0.3204
commodities,GCF,59,18,41,30.51,-2555.02,-43.31,1879.9,-390.52,0.6963
commodities,HGF,53,0,53,0.0,-54078.87,-1020.36,-863.72,-1049.95,0.0
commodities,NGF,71,0,71,0.0,-72925.22,-1027.12,-937.41,-1049.98,0.0
commodities,SIF,68,7,61,10.29,-40087.28,-589.52,1577.03,-1049.99,0.1514
derivatives,CNXAUTO,43,13,30,30.23,-1005.83,-23.39,1329.65,-509.5,0.8476
derivatives,CNXFMCG,56,12,44,21.43,-3353.68,-59.89,1095.4,-484.9,0.6074
derivatives,CNXIT,53,18,35,33.96,699.62,13.2,1735.14,-471.36,1.0743
derivatives,NSEBANK,50,10,40,20.0,-2552.87,-51.06,608.19,-330.18,0.5442
derivatives,NSEI,49,14,35,28.57,-2473.36,-50.48,1220.19,-441.29,0.6692
equity,BHARTIARTL_NS,56,18,38,32.14,-1654.69,-29.55,1846.01,-582.01,0.8484
equity,HDFCBANK_NS,45,11,34,24.44,-3284.27,-72.98,1542.36,-621.24,0.7075
equity,ICICIBANK_NS,51,14,37,27.45,1693.84,33.21,1740.01,-581.2,1.1667
equity,INFY_NS,53,13,40,24.53,-4134.07,-78.0,1750.8,-662.26,0.699
equity,ITC_NS,57,8,49,14.04,-11318.34,-198.57,1288.32,-606.28,0.2613
equity,KOTAKBANK_NS,41,14,27,34.15,-503.0,-12.27,1751.71,-856.99,0.9501
equity,LT_NS,58,15,43,25.86,-1881.49,-32.44,2209.51,-704.93,0.8376
equity,RELIANCE_NS,55,14,41,25.45,-2277.38,-41.41,2742.84,-623.99,0.7877
equity,SBIN_NS,49,18,31,36.73,4276.2,87.27,2149.79,-664.32,1.4556
equity,TCS_NS,44,14,30,31.82,4018.2,91.32,1923.86,-533.31,1.4766
