market,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,321,42,279,13.08,-198665.6,-618.9,2407.18,-1049.99,0.1181
derivatives,251,67,184,26.69,-10998.02,-43.82,1373.07,-509.5,0.7078
equity,509,140,369,27.5,-20796.88,-40.86,2188.72,-856.99,0.8134
