market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,26,44,37.14,-27002.52,-385.75,476.03,-1049.97,0.1892
commodities,GCF,59,25,34,42.37,-2336.23,-39.6,481.73,-390.52,0.6742
commodities,HGF,53,0,53,0.0,-54171.05,-1022.1,-959.86,-1049.95,0.0
commodities,NGF,71,0,71,0.0,-72712.31,-1024.12,-954.25,-1049.98,0.0
commodities,SIF,68,1,67,1.47,-41841.63,-615.32,138.24,-1049.87,0.0033
derivatives,CNXAUTO,43,20,23,46.51,-2218.96,-51.6,370.42,-509.5,0.5925
derivatives,CNXFMCG,56,24,32,42.86,-3940.24,-70.36,312.75,-484.9,0.3962
derivatives,CNXIT,53,22,31,41.51,-4155.28,-78.4,442.96,-471.36,0.5057
derivatives,NSEBANK,50,18,32,36.0,-3326.34,-66.53,166.7,-330.18,0.2801
derivatives,NSEI,49,22,27,44.9,-4772.75,-97.4,176.49,-441.29,0.2567
equity,BHARTIARTL_NS,56,22,34,39.29,-5645.15,-100.81,388.26,-582.01,0.4434
equity,HDFCBANK_NS,45,21,24,46.67,-3891.62,-86.48,469.49,-621.24,0.5471
equity,ICICIBANK_NS,51,17,34,33.33,-5032.64,-98.68,481.02,-581.2,0.4631
equity,INFY_NS,53,21,32,39.62,-6991.53,-131.92,556.55,-662.26,0.4512
equity,ITC_NS,57,14,43,24.56,-10776.13,-189.05,193.61,-606.28,0.0846
equity,KOTAKBANK_NS,41,24,17,58.54,-2996.35,-73.08,311.06,-856.99,0.5573
equity,LT_NS,58,25,33,43.1,-3426.3,-59.07,523.45,-704.93,0.6449
equity,RELIANCE_NS,55,24,31,43.64,-3516.44,-63.94,526.33,-623.99,0.601
equity,SBIN_NS,49,24,25,48.98,-2141.98,-43.71,494.96,-664.32,0.7258
equity,TCS_NS,44,20,24,45.45,-1780.17,-40.46,562.47,-533.31,0.7459
