rank_type,rank,target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,slippage_points,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
BEST,1,2,commodities,CLF,2026-04-09,SELL,SELL,SHORT,2026-04-09T11:45:00-04:00,2026-04-09T11:50:00-04:00,99.629997,99.439999,100.888035,97.113922,98.37196,97.113922,95.855884,94.597846,93.339809,0.838692,1.258038,100.631546,100.691839,100.883093,43.0709,0.293352,0.750767,37.2903,4809.0,4133.0,0.0,100.0,STRONG BEAR,606,60260.64,998.71,0.2,2,6,2026-04-09T12:15:00-04:00,97.313922,TP2,1288.4,50.0,1238.4,2.0551,1.24
BEST,2,2,commodities,CLF,2026-04-22,BUY,BUY,LONG,2026-04-22T09:20:00-04:00,2026-04-22T09:25:00-04:00,91.110001,91.289996,89.891324,93.547353,92.328677,93.547353,94.766029,95.984705,97.203382,0.812451,1.218676,89.607165,89.5184,91.130642,65.4128,-0.004413,-0.180805,30.6848,4283.0,3932.3,85.71,14.29,STRONG BULL,625,57056.25,999.17,0.2,2,40,2026-04-22T12:40:00-04:00,93.347353,TP2,1285.85,50.0,1235.85,2.166,1.2369
BEST,3,2,equity,TCS_NS,2026-04-10,SELL,SELL,SHORT,2026-04-10T09:15:00+05:30,2026-04-10T09:20:00+05:30,2547.5,2547.8,2563.104345,2516.291311,2531.895655,2516.291311,2500.686966,2485.082622,2469.478277,10.402896,15.604345,2578.624638,2581.174775,2547.666667,28.6457,-2.012426,-0.827971,21.1994,0.0,72943.2,0.0,71.43,STRONG BEAR,39,99364.2,604.67,0.2,2,4,2026-04-10T09:35:00+05:30,2516.491311,TP2,1221.04,50.0,1171.04,1.1785,1.9367
BEST,4,2,equity,INFY_NS,2026-04-10,SELL,SELL,SHORT,2026-04-10T09:15:00+05:30,2026-04-10T09:20:00+05:30,1306.900024,1307.200024,1314.780903,1291.138266,1299.019145,1291.138266,1283.257387,1275.376509,1267.49563,5.253919,7.880879,1326.30873,1327.865836,1308.866659,24.869,-0.78661,0.6514,19.5352,0.0,252088.1,0.0,71.43,STRONG BEAR,76,99347.2,591.35,0.2,2,5,2026-04-10T09:40:00+05:30,1291.338266,TP2,1205.49,50.0,1155.49,1.1631,1.954
BEST,5,2,equity,INFY_NS,2026-04-22,SELL,SELL,SHORT,2026-04-22T09:15:00+05:30,2026-04-22T09:20:00+05:30,1280.0,1279.600049,1288.013414,1263.973172,1271.986586,1263.973172,1255.959758,1247.946344,1239.93293,5.342276,8.013414,1306.190779,1309.70622,1282.93335,16.9364,-2.930896,-1.358425,28.4615,0.0,203195.4,0.0,85.71,STRONG BEAR,78,99808.8,671.84,0.2,2,13,2026-04-22T10:20:00+05:30,1264.173172,TP2,1203.3,50.0,1153.3,1.1555,1.7166
BEST,6,2,equity,RELIANCE_NS,2026-04-06,SELL,SELL,SHORT,2026-04-06T09:15:00+05:30,2026-04-06T09:20:00+05:30,1338.699951,1339.200024,1346.188166,1323.723521,1331.211736,1323.723521,1316.235306,1308.747091,1301.258875,4.992143,7.488215,1348.556571,1348.740312,1343.366659,36.0523,0.522914,1.573292,17.2707,0.0,543636.35,0.0,71.43,STRONG BEAR,74,99100.8,531.92,0.2,2,3,2026-04-06T09:30:00+05:30,1323.923521,TP2,1130.46,50.0,1080.46,1.0903,2.0312
BEST,7,2,equity,LT_NS,2026-04-15,BUY,BUY,LONG,2026-04-15T09:15:00+05:30,2026-04-15T09:20:00+05:30,4052.899902,4051.099902,4030.606053,4097.487601,4075.193752,4097.487601,4119.781451,4142.0753,4164.369149,14.862566,22.293849,3975.461061,3965.234768,4052.166667,85.7117,8.650313,3.988729,21.0325,0.0,83409.2,71.43,0.0,STRONG BULL,24,97226.4,496.65,0.2,2,38,2026-04-15T12:25:00+05:30,4097.287601,TP2,1108.5,50.0,1058.5,1.0887,2.1313
BEST,8,2,commodities,CLF,2026-04-07,BUY,BUY,LONG,2026-04-07T09:15:00-04:00,2026-04-07T09:20:00-04:00,115.660004,115.860004,114.731834,117.516343,116.588173,117.516343,118.444512,119.372681,120.300851,0.61878,0.928169,113.236431,112.957491,115.459999,77.1695,0.205234,0.018323,23.2723,1477.0,1857.55,71.43,0.0,STRONG BULL,752,87126.72,998.78,0.2,2,22,2026-04-07T11:05:00-04:00,117.316343,TP2,1095.17,50.0,1045.17,1.1996,1.0464
BEST,9,2,commodities,CLF,2026-04-07,SELL,SELL,SHORT,2026-04-07T11:50:00-04:00,2026-04-07T11:55:00-04:00,115.330002,115.130002,116.253439,113.483128,114.406565,113.483128,112.559691,111.636254,110.712817,0.615625,0.923437,115.9684,116.000057,116.232336,44.4894,0.161403,0.405659,21.2035,2041.0,2828.75,0.0,71.43,STRONG BEAR,755,86923.15,999.19,0.2,2,24,2026-04-07T13:50:00-04:00,113.683128,TP2,1092.39,50.0,1042.39,1.1992,1.0432
BEST,10,2,commodities,CLF,2026-04-13,SELL,SELL,SHORT,2026-04-13T12:30:00-04:00,2026-04-13T12:35:00-04:00,100.949997,100.759999,101.826072,99.197847,100.073922,99.197847,98.321772,97.445696,96.569621,0.58405,0.876075,101.997894,102.10973,102.071646,35.9965,0.100514,0.383171,20.7873,5851.0,2415.65,0.0,85.71,STRONG BEAR,789,79499.64,998.93,0.2,2,6,2026-04-13T13:00:00-04:00,99.397847,TP2,1074.74,50.0,1024.74,1.289,1.0258
