market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,15,55,21.43,-31071.15,-443.87,2407.18,-1049.97,0.2852
commodities,GCF,59,19,40,32.2,-2031.34,-34.43,1596.93,-390.52,0.7505
commodities,HGF,53,0,53,0.0,-54125.96,-1021.24,-894.73,-1049.95,0.0
commodities,NGF,71,0,71,0.0,-72795.64,-1025.29,-891.69,-1049.98,0.0
commodities,SIF,68,8,60,11.76,-38641.51,-568.26,1563.5,-1049.99,0.1733
derivatives,CNXAUTO,43,13,30,30.23,-1559.14,-36.26,1046.04,-509.5,0.7637
derivatives,CNXFMCG,56,12,44,21.43,-4061.98,-72.54,979.1,-484.9,0.5245
derivatives,CNXIT,53,18,35,33.96,97.32,1.84,1373.07,-471.36,1.0103
derivatives,NSEBANK,50,10,40,20.0,-2612.2,-52.24,474.66,-330.18,0.5336
derivatives,NSEI,49,14,35,28.57,-2862.02,-58.41,957.76,-441.29,0.6172
equity,BHARTIARTL_NS,56,18,38,32.14,-2160.98,-38.59,1458.97,-582.01,0.802
equity,HDFCBANK_NS,45,11,34,24.44,-4131.96,-91.82,1211.59,-621.24,0.632
equity,ICICIBANK_NS,51,14,37,27.45,261.52,5.13,1826.77,-581.2,1.0257
equity,INFY_NS,53,13,40,24.53,-3588.22,-67.7,1875.89,-662.26,0.7387
equity,ITC_NS,57,9,48,15.79,-11275.31,-197.81,988.16,-606.28,0.2593
equity,KOTAKBANK_NS,41,14,27,34.15,-439.59,-10.72,1459.14,-856.99,0.9564
equity,LT_NS,58,15,43,25.86,-2983.1,-51.43,1745.52,-704.93,0.7426
equity,RELIANCE_NS,55,14,41,25.45,-3241.31,-58.93,2188.72,-623.99,0.6978
equity,SBIN_NS,49,18,31,36.73,3063.45,62.52,1714.07,-664.32,1.3264
equity,TCS_NS,44,14,30,31.82,3698.62,84.06,1526.04,-533.31,1.4387
