date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,3,10,-7677.14,650.0,-8327.14,-8.3271,91672.86,-8327.14,-8.3271
2026-03-31,13,2,11,-8619.37,650.0,-9269.37,-10.1114,82403.49,-17596.51,-17.5965
2026-04-01,54,18,36,-9638.6,2700.0,-12338.6,-14.9734,70064.89,-29935.11,-29.9351
2026-04-02,36,15,21,-4529.35,1800.0,-6329.35,-9.0336,63735.54,-36264.46,-36.2645
2026-04-06,56,13,43,-19755.24,2800.0,-22555.24,-35.3888,41180.3,-58819.7,-58.8197
2026-04-07,76,21,55,-7771.6,3800.0,-11571.6,-28.0998,29608.7,-70391.3,-70.3913
2026-04-08,48,12,36,-8747.98,2400.0,-11147.98,-37.651,18460.72,-81539.28,-81.5393
2026-04-09,56,20,36,-3330.1,2800.0,-6130.1,-33.2062,12330.62,-87669.38,-87.6694
2026-04-10,73,16,57,-12865.8,3650.0,-16515.8,-133.9414,-4185.18,-104185.18,-104.1852
2026-04-13,54,14,40,-5592.64,2700.0,-8292.64,198.143,-12477.82,-112477.82,-112.4778
2026-04-14,9,0,9,-8416.41,450.0,-8866.41,71.0574,-21344.23,-121344.23,-121.3442
2026-04-15,70,12,58,-17804.8,3500.0,-21304.8,99.8153,-42649.03,-142649.03,-142.649
2026-04-16,66,20,46,-8788.0,3300.0,-12088.0,28.343,-54737.03,-154737.03,-154.737
2026-04-17,69,14,55,-10077.17,3450.0,-13527.17,24.713,-68264.2,-168264.2,-168.2642
2026-04-20,25,1,24,-14676.43,1250.0,-15926.43,23.3306,-84190.63,-184190.63,-184.1906
2026-04-21,49,14,35,-6283.14,2450.0,-8733.14,10.3731,-92923.77,-192923.77,-192.9238
2026-04-22,63,22,41,-3637.9,3150.0,-6787.9,7.3048,-99711.67,-199711.67,-199.7117
2026-04-23,66,14,52,-12425.06,3300.0,-15725.06,15.7705,-115436.73,-215436.73,-215.4367
2026-04-24,52,12,40,-11261.89,2600.0,-13861.89,12.0082,-129298.62,-229298.62,-229.2986
2026-04-27,59,13,46,-9253.23,2950.0,-12203.23,9.438,-141501.85,-241501.85,-241.5018
2026-04-28,54,11,43,-10183.83,2700.0,-12883.83,9.1051,-154385.68,-254385.68,-254.3857
2026-04-29,20,9,11,2567.93,1000.0,1567.93,-1.0156,-152817.75,-252817.75,-252.8177
