trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
1,2026-03-30T11:50:00-04:00,2026-03-30,commodities,CLF,-1049.54,98950.46,-1049.54,-1.0495
2,2026-03-30T12:20:00-04:00,2026-03-30,commodities,NGF,-1049.96,97900.5,-2099.5,-2.0995
3,2026-03-30T12:25:00-04:00,2026-03-30,commodities,SIF,-859.38,97041.12,-2958.88,-2.9589
4,2026-03-30T12:30:00-04:00,2026-03-30,commodities,GCF,-390.52,96650.6,-3349.4,-3.3494
5,2026-03-30T13:00:00-04:00,2026-03-30,commodities,HGF,-1049.77,95600.83,-4399.17,-4.3992
6,2026-03-30T13:35:00-04:00,2026-03-30,commodities,NGF,-1049.93,94550.9,-5449.1,-5.4491
7,2026-03-30T14:00:00-04:00,2026-03-30,commodities,NGF,-1049.85,93501.05,-6498.95,-6.499
8,2026-03-30T14:20:00-04:00,2026-03-30,commodities,CLF,-882.6,92618.45,-7381.55,-7.3816
9,2026-03-30T14:30:00-04:00,2026-03-30,commodities,CLF,-1016.46,91601.99,-8398.01,-8.398
10,2026-03-30T14:50:00-04:00,2026-03-30,commodities,GCF,462.59,92064.58,-7935.42,-7.9354
11,2026-03-30T14:55:00-04:00,2026-03-30,commodities,SIF,319.24,92383.82,-7616.18,-7.6162
12,2026-03-30T15:10:00-04:00,2026-03-30,commodities,HGF,-979.74,91404.08,-8595.92,-8.5959
13,2026-03-30T15:20:00-04:00,2026-03-30,commodities,CLF,268.78,91672.86,-8327.14,-8.3271
14,2026-03-31T09:30:00-04:00,2026-03-31,commodities,HGF,-1049.89,90622.97,-9377.03,-9.377
15,2026-03-31T10:00:00-04:00,2026-03-31,commodities,GCF,764.01,91386.98,-8613.02,-8.613
16,2026-03-31T10:40:00-04:00,2026-03-31,commodities,CLF,-1049.11,90337.87,-9662.13,-9.6621
17,2026-03-31T12:30:00-04:00,2026-03-31,commodities,NGF,-1049.69,89288.18,-10711.82,-10.7118
18,2026-03-31T12:35:00-04:00,2026-03-31,commodities,CLF,-1048.89,88239.29,-11760.71,-11.7607
19,2026-03-31T12:35:00-04:00,2026-03-31,commodities,NGF,-1049.62,87189.67,-12810.33,-12.8103
20,2026-03-31T12:35:00-04:00,2026-03-31,commodities,SIF,732.15,87921.82,-12078.18,-12.0782
21,2026-03-31T12:45:00-04:00,2026-03-31,commodities,CLF,-1049.27,86872.55,-13127.45,-13.1275
22,2026-03-31T14:10:00-04:00,2026-03-31,commodities,NGF,-1034.49,85838.06,-14161.94,-14.1619
23,2026-03-31T14:15:00-04:00,2026-03-31,commodities,NGF,-1026.03,84812.03,-15187.97,-15.188
24,2026-03-31T15:20:00-04:00,2026-03-31,commodities,CLF,-383.03,84429.0,-15571.0,-15.571
25,2026-03-31T15:20:00-04:00,2026-03-31,commodities,NGF,-1014.31,83414.69,-16585.31,-16.5853
26,2026-03-31T15:20:00-04:00,2026-03-31,commodities,NGF,-1011.2,82403.49,-17596.51,-17.5965
27,2026-04-01T10:20:00-04:00,2026-04-01,commodities,SIF,-1049.87,81353.62,-18646.38,-18.6464
28,2026-04-01T10:55:00-04:00,2026-04-01,commodities,HGF,-1049.85,80303.77,-19696.23,-19.6962
29,2026-04-01T11:10:00+05:30,2026-04-01,equity,RELIANCE_NS,-294.8,80008.97,-19991.03,-19.991
30,2026-04-01T11:35:00-04:00,2026-04-01,commodities,CLF,46.32,80055.29,-19944.71,-19.9447
31,2026-04-01T11:50:00+05:30,2026-04-01,equity,HDFCBANK_NS,-527.25,79528.04,-20471.96,-20.472
32,2026-04-01T12:00:00+05:30,2026-04-01,derivatives,CNXIT,-399.36,79128.68,-20871.32,-20.8713
33,2026-04-01T12:00:00+05:30,2026-04-01,equity,HDFCBANK_NS,-529.41,78599.27,-21400.73,-21.4007
34,2026-04-01T12:00:00+05:30,2026-04-01,equity,INFY_NS,-513.22,78086.05,-21913.95,-21.914
35,2026-04-01T12:00:00+05:30,2026-04-01,equity,SBIN_NS,806.16,78892.21,-21107.79,-21.1078
36,2026-04-01T12:10:00+05:30,2026-04-01,equity,TCS_NS,-218.0,78674.21,-21325.79,-21.3258
37,2026-04-01T12:15:00+05:30,2026-04-01,derivatives,CNXFMCG,-239.0,78435.21,-21564.79,-21.5648
38,2026-04-01T12:20:00+05:30,2026-04-01,derivatives,CNXIT,-380.5,78054.71,-21945.29,-21.9453
39,2026-04-01T12:20:00+05:30,2026-04-01,equity,INFY_NS,-450.3,77604.41,-22395.59,-22.3956
40,2026-04-01T12:20:00+05:30,2026-04-01,equity,TCS_NS,-186.0,77418.41,-22581.59,-22.5816
41,2026-04-01T12:35:00+05:30,2026-04-01,derivatives,CNXAUTO,11.41,77429.82,-22570.18,-22.5702
42,2026-04-01T12:35:00+05:30,2026-04-01,equity,ICICIBANK_NS,-173.01,77256.81,-22743.19,-22.7432
43,2026-04-01T12:50:00+05:30,2026-04-01,equity,ICICIBANK_NS,-279.6,76977.21,-23022.79,-23.0228
44,2026-04-01T13:00:00+05:30,2026-04-01,derivatives,NSEBANK,268.37,77245.58,-22754.42,-22.7544
45,2026-04-01T13:00:00-04:00,2026-04-01,commodities,NGF,-906.5,76339.08,-23660.92,-23.6609
46,2026-04-01T13:05:00+05:30,2026-04-01,equity,TCS_NS,611.41,76950.49,-23049.51,-23.0495
47,2026-04-01T13:05:00-04:00,2026-04-01,commodities,HGF,-944.43,76006.06,-23993.94,-23.9939
48,2026-04-01T13:10:00-04:00,2026-04-01,commodities,CLF,-753.1,75252.96,-24747.04,-24.747
