market,instrument,session_date,setup,direction,first_candle_time,first_open,first_high,first_low,first_close,first_volume,gap_pct,signal_time,signal_close,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,quantity,notional,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple,holding_candles
commodities,SIF,2026-04-01,OPEN_EQUALS_LOW,LONG,2026-04-01T09:15:00-04:00,74.995003,75.150002,74.974998,75.110001,206.0,-0.4711,2026-04-01T09:25:00-04:00,75.220001,2026-04-01T09:30:00-04:00,75.220043,74.980004,75.700121,2026-04-01T09:40:00-04:00,74.965008,STOP_LOSS,1329,99967.44,-338.94,59.88,-398.82,-0.399,-1.1767,3
commodities,SIF,2026-04-07,OPEN_EQUALS_HIGH,SHORT,2026-04-07T09:15:00-04:00,72.245003,72.269997,72.040001,72.084999,78.0,-1.1020,2026-04-07T09:30:00-04:00,71.940002,2026-04-07T09:35:00-04:00,71.855629,72.259452,71.047983,2026-04-07T10:00:00-04:00,71.062192,TARGET,1391,99951.18,1103.67,59.64,1044.03,1.0445,1.7944,6
commodities,SIF,2026-04-08,OPEN_EQUALS_HIGH,SHORT,2026-04-08T09:15:00-04:00,77.339996,77.385002,77.129997,77.160004,322.0,6.9931,2026-04-08T09:30:00-04:00,77.040001,2026-04-08T09:35:00-04:00,76.9846,77.355464,76.242871,2026-04-08T10:15:00-04:00,76.25812,TARGET,1298,99926.01,942.97,59.67,883.3,0.884,1.7614,9
commodities,SIF,2026-04-09,OPEN_EQUALS_LOW,LONG,2026-04-09T09:15:00-04:00,74.565002,74.654999,74.550003,74.605003,133.0,0.4648,2026-04-09T09:20:00-04:00,74.669998,2026-04-09T09:25:00-04:00,74.714937,74.550089,75.044632,2026-04-09T09:35:00-04:00,75.029623,TARGET,1338,99968.59,421.05,60.11,360.94,0.3611,1.5007,3
commodities,SIF,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00-04:00,76.235001,76.43,76.18,76.315002,298.0,0.3158,2026-04-10T09:20:00-04:00,76.440002,2026-04-10T09:25:00-04:00,76.480289,76.219754,77.001361,2026-04-10T09:40:00-04:00,76.20451,STOP_LOSS,1307,99959.74,-360.44,59.87,-420.31,-0.4205,-1.1661,4
commodities,SIF,2026-04-13,OPEN_EQUALS_HIGH,SHORT,2026-04-13T09:15:00-04:00,74.120003,74.175003,74.019997,74.135002,200.0,-3.1681,2026-04-13T10:50:00-04:00,74.014999,2026-04-13T10:55:00-04:00,73.9852,74.134827,73.685947,2026-04-13T10:55:00-04:00,74.149654,STOP_LOSS,1351,99954.01,-222.18,60.04,-282.22,-0.2823,-1.2702,1
commodities,SIF,2026-04-14,OPEN_EQUALS_LOW,LONG,2026-04-14T09:15:00-04:00,78.014999,78.269997,77.964996,78.224998,614.0,3.1058,2026-04-14T09:45:00-04:00,78.385002,2026-04-14T09:50:00-04:00,78.390675,77.999396,79.173232,2026-04-14T10:25:00-04:00,79.157398,TARGET,1275,99948.11,977.57,60.26,917.31,0.9178,1.7682,8
commodities,SIF,2026-04-15,OPEN_EQUALS_HIGH,SHORT,2026-04-15T09:15:00-04:00,79.434998,79.464996,79.285004,79.330002,218.0,-0.0189,2026-04-15T11:25:00-04:00,79.199997,2026-04-15T11:30:00-04:00,79.254143,79.450885,78.860659,2026-04-15T11:35:00-04:00,79.466775,STOP_LOSS,1261,99939.47,-268.13,60.04,-328.17,-0.3284,-1.2239,2
commodities,SIF,2026-04-16,OPEN_EQUALS_LOW,LONG,2026-04-16T09:15:00-04:00,79.514999,79.625,79.504997,79.550003,173.0,-0.0126,2026-04-16T09:20:00-04:00,79.654999,2026-04-16T09:25:00-04:00,79.685932,79.499096,80.059604,2026-04-16T09:45:00-04:00,79.483197,STOP_LOSS,1254,99926.16,-254.23,59.88,-314.11,-0.3143,-1.2355,5
commodities,SIF,2026-04-17,OPEN_EQUALS_HIGH,SHORT,2026-04-17T09:15:00-04:00,82.150002,82.154999,81.720001,81.830002,1024.0,4.3241,2026-04-17T13:20:00-04:00,81.574997,2026-04-17T13:25:00-04:00,81.588682,82.166432,80.433184,2026-04-17T14:25:00-04:00,82.182865,STOP_LOSS,1225,99946.14,-727.87,60.19,-788.06,-0.7885,-1.0827,13
commodities,SIF,2026-04-20,OPEN_EQUALS_HIGH,SHORT,2026-04-20T09:15:00-04:00,80.139999,80.195,80.050003,80.18,225.0,-1.4692,2026-04-20T10:15:00-04:00,80.029999,2026-04-20T10:20:00-04:00,80.028989,80.156027,79.774913,2026-04-20T10:20:00-04:00,80.172059,STOP_LOSS,1249,99956.21,-178.69,60.03,-238.72,-0.2388,-1.3359,1
commodities,SIF,2026-04-23,OPEN_EQUALS_HIGH,SHORT,2026-04-23T09:15:00-04:00,76.43,76.470001,76.169998,76.199997,480.0,-1.6661,2026-04-23T09:25:00-04:00,76.025002,2026-04-23T09:30:00-04:00,76.009797,76.445286,75.138817,2026-04-23T09:40:00-04:00,76.460575,STOP_LOSS,1315,99952.88,-592.77,60.15,-652.92,-0.6532,-1.1015,3
commodities,SIF,2026-04-24,OPEN_EQUALS_HIGH,SHORT,2026-04-24T09:15:00-04:00,75.589996,75.650002,75.415001,75.57,458.0,-0.2376,2026-04-24T09:30:00-04:00,75.239998,2026-04-24T09:35:00-04:00,75.229954,75.605114,74.479633,2026-04-24T09:40:00-04:00,75.620235,STOP_LOSS,1329,99980.61,-518.68,60.14,-578.83,-0.5789,-1.116,2
commodities,SIF,2026-04-27,OPEN_EQUALS_LOW,LONG,2026-04-27T09:15:00-04:00,75.190002,75.434998,75.190002,75.360001,370.0,-1.2996,2026-04-27T09:25:00-04:00,75.485001,2026-04-27T09:30:00-04:00,75.480089,75.174964,76.090339,2026-04-27T09:45:00-04:00,75.159929,STOP_LOSS,1324,99935.64,-423.89,59.83,-483.73,-0.484,-1.1412,4
derivatives,CNXAUTO,2026-04-01,OPEN_EQUALS_HIGH,SHORT,2026-04-01T09:15:00+05:30,24508.849609,24527.150391,24397.099609,24507.199219,0.0,2.9226,2026-04-01T10:25:00+05:30,24386.0,2026-04-01T10:30:00+05:30,24387.37155,24513.751379,24134.611891,2026-04-01T13:10:00+05:30,24518.65413,STOP_LOSS,4,97549.49,-525.13,58.69,-583.82,-0.5985,-1.1118,33
derivatives,CNXAUTO,2026-04-02,OPEN_EQUALS_HIGH,SHORT,2026-04-02T09:15:00+05:30,23913.150391,23913.150391,23575.650391,23632.150391,0.0,-1.3917,2026-04-02T11:25:00+05:30,23568.699219,2026-04-02T11:30:00+05:30,23564.087021,23917.933021,22856.395022,2026-04-02T13:25:00+05:30,23922.716607,STOP_LOSS,2,47128.17,-717.26,28.49,-745.75,-1.5824,-1.0397,24
derivatives,CNXAUTO,2026-04-21,OPEN_EQUALS_LOW,LONG,2026-04-21T09:15:00+05:30,26511.099609,26694.349609,26496.449219,26661.349609,0.0,0.1309,2026-04-21T10:00:00+05:30,26694.550781,2026-04-21T10:05:00+05:30,26699.538059,26505.797389,27087.019397,2026-04-21T15:20:00+05:30,26620.475621,END_OF_DAY,3,80098.61,-237.19,47.99,-285.18,-0.356,-0.4776,64
derivatives,CNXAUTO,2026-04-23,OPEN_EQUALS_HIGH,SHORT,2026-04-23T09:15:00+05:30,26276.199219,26276.199219,26090.599609,26103.050781,0.0,-0.6965,2026-04-23T10:15:00+05:30,26052.300781,2026-04-23T10:20:00+05:30,26049.03915,26281.454459,25584.208533,2026-04-23T15:20:00+05:30,25839.1668,END_OF_DAY,3,78147.12,629.62,46.7,582.92,0.7459,0.8175,61
derivatives,CNXAUTO,2026-04-27,OPEN_EQUALS_LOW,LONG,2026-04-27T09:15:00+05:30,25803.050781,25929.849609,25792.349609,25856.099609,0.0,0.5734,2026-04-27T10:15:00+05:30,25941.0,2026-04-27T10:20:00+05:30,25947.088771,25797.890171,26245.48597,2026-04-27T15:20:00+05:30,26064.836771,END_OF_DAY,3,77841.27,353.24,46.81,306.43,0.3937,0.6617,61
derivatives,CNXAUTO,2026-04-29,OPEN_EQUALS_LOW,LONG,2026-04-29T09:15:00+05:30,25936.849609,26258.75,25936.849609,26178.949219,0.0,0.5996,2026-04-29T09:25:00+05:30,26273.0,2026-04-29T09:30:00+05:30,26279.805691,25931.662239,26976.092595,2026-04-29T13:25:00+05:30,26311.387061,END_OF_DAY,2,52559.61,63.16,31.55,31.61,0.0601,0.0447,48
derivatives,CNXFMCG,2026-04-15,OPEN_EQUALS_LOW,LONG,2026-04-15T09:15:00+05:30,48004.851562,48349.800781,48004.851562,48268.199219,0.0,0.9678,2026-04-15T11:40:00+05:30,48410.300781,2026-04-15T11:45:00+05:30,48420.1821,47995.250592,49270.045116,2026-04-15T15:20:00+05:30,48286.489208,END_OF_DAY,2,96840.36,-267.39,58.02,-325.41,-0.336,-0.3744,44
derivatives,CNXFMCG,2026-04-17,OPEN_EQUALS_LOW,LONG,2026-04-17T09:15:00+05:30,48400.550781,48855.101562,48392.800781,48791.300781,0.0,-0.0649,2026-04-17T09:20:00+05:30,48895.101562,2026-04-17T09:25:00+05:30,48902.52855,48390.870671,49925.844308,2026-04-17T15:20:00+05:30,49655.266179,END_OF_DAY,1,48902.53,752.74,29.57,723.17,1.4788,1.3871,72
derivatives,CNXFMCG,2026-04-22,OPEN_EQUALS_LOW,LONG,2026-04-22T09:15:00+05:30,50920.75,51335.648438,50882.351562,51238.25,0.0,-0.2265,2026-04-22T10:50:00+05:30,51366.75,2026-04-22T10:55:00+05:30,51377.472659,50910.56585,52311.286276,2026-04-22T15:20:00+05:30,51192.157958,END_OF_DAY,1,51377.47,-185.31,30.77,-216.09,-0.4206,-0.4529,54
derivatives,CNXFMCG,2026-04-24,OPEN_EQUALS_HIGH,SHORT,2026-04-24T09:15:00+05:30,51383.300781,51383.300781,50981.148438,51189.25,0.0,0.6090,2026-04-24T09:45:00+05:30,50959.101562,2026-04-24T09:50:00+05:30,50948.456708,51393.577441,50058.215241,2026-04-24T15:20:00+05:30,50789.40585,END_OF_DAY,1,50948.46,159.05,30.52,128.53,0.2523,0.2822,67
derivatives,CNXFMCG,2026-04-27,OPEN_EQUALS_LOW,LONG,2026-04-27T09:15:00+05:30,50998.800781,51172.0,50954.398438,51061.050781,0.0,0.4324,2026-04-27T09:40:00+05:30,51233.050781,2026-04-27T09:45:00+05:30,51238.796491,50988.601021,51739.187432,2026-04-27T11:30:00+05:30,50978.403301,STOP_LOSS,1,51238.8,-260.39,30.67,-291.06,-0.568,-1.1178,22
derivatives,CNXFMCG,2026-04-29,OPEN_EQUALS_LOW,LONG,2026-04-29T09:15:00+05:30,51065.300781,51259.449219,51040.300781,51167.648438,0.0,0.3582,2026-04-29T09:20:00+05:30,51320.75,2026-04-29T09:25:00+05:30,51333.163017,51055.087721,51889.313609,2026-04-29T12:15:00+05:30,51878.935747,TARGET,1,51333.16,545.77,30.96,514.81,1.0029,1.7858,35
derivatives,CNXIT,2026-04-10,OPEN_EQUALS_HIGH,SHORT,2026-04-10T09:15:00+05:30,31514.050781,31514.050781,31056.849609,31172.0,0.0,-0.4281,2026-04-10T09:35:00+05:30,30947.800781,2026-04-10T09:40:00+05:30,30941.960761,31520.353591,29785.175099,2026-04-10T15:20:00+05:30,31027.053779,END_OF_DAY,1,30941.96,-85.09,18.59,-103.68,-0.3351,-0.1773,69
derivatives,CNXIT,2026-04-22,OPEN_EQUALS_HIGH,SHORT,2026-04-22T09:15:00+05:30,31050.349609,31050.349609,30669.449219,30819.25,0.0,-2.2150,2026-04-22T10:15:00+05:30,30599.699219,2026-04-22T10:20:00+05:30,30593.180921,31056.559679,29666.423405,2026-04-22T15:20:00+05:30,30503.749921,END_OF_DAY,2,61186.36,178.86,36.66,142.2,0.2324,0.1514,61
derivatives,CNXIT,2026-04-27,OPEN_EQUALS_LOW,LONG,2026-04-27T09:15:00+05:30,28633.099609,28849.300781,28633.099609,28821.550781,0.0,0.2935,2026-04-27T09:20:00+05:30,28969.449219,2026-04-27T09:25:00+05:30,28974.143279,28627.372989,29667.683859,2026-04-27T15:20:00+05:30,29171.215371,END_OF_DAY,2,57948.29,394.14,34.89,359.26,0.62,0.5096,72
derivatives,NSEBANK,2026-04-01,OPEN_EQUALS_LOW,LONG,2026-04-01T09:15:00+05:30,51441.699219,51790.699219,51441.699219,51763.75,0.0,2.0383,2026-04-01T12:45:00+05:30,51841.949219,2026-04-01T12:50:00+05:30,51852.219933,51431.410879,52693.838041,2026-04-01T13:40:00+05:30,51421.124597,STOP_LOSS,1,51852.22,-431.1,30.98,-462.08,-0.8911,-1.0719,11
derivatives,NSEBANK,2026-04-02,OPEN_EQUALS_HIGH,SHORT,2026-04-02T09:15:00+05:30,50618.25,50618.25,50005.800781,50066.648438,0.0,-1.6201,2026-04-02T10:45:00+05:30,50000.449219,2026-04-02T10:50:00+05:30,49988.449529,50628.37365,48708.601287,2026-04-02T13:25:00+05:30,50638.499325,STOP_LOSS,1,49988.45,-650.05,30.19,-680.24,-1.3608,-1.0464,32
