market,instrument,session_date,setup,direction,first_candle_time,first_open,first_high,first_low,first_close,first_volume,gap_pct,signal_time,signal_close,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,quantity,notional,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple,holding_candles
derivatives,NSEBANK,2026-04-09,OPEN_EQUALS_HIGH,SHORT,2026-04-09T09:15:00+05:30,55525.050781,55574.800781,55254.75,55507.398438,0.0,-0.3429,2026-04-09T09:45:00+05:30,55155.050781,2026-04-09T09:50:00+05:30,55144.21895,55536.155791,54360.345267,2026-04-09T10:30:00+05:30,55547.263023,STOP_LOSS,1,55144.22,-403.04,33.21,-436.25,-0.7911,-1.0824,9
derivatives,NSEBANK,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00+05:30,55193.550781,55581.25,55180.800781,55571.300781,0.0,0.6795,2026-04-10T09:25:00+05:30,55625.75,2026-04-10T09:30:00+05:30,55639.977333,55182.512071,56554.907856,2026-04-10T15:20:00+05:30,55930.913142,END_OF_DAY,1,55639.98,290.94,33.47,257.46,0.4627,0.5495,71
derivatives,NSEBANK,2026-04-28,OPEN_EQUALS_LOW,LONG,2026-04-28T09:15:00+05:30,55855.449219,55978.101562,55855.050781,55916.949219,0.0,-0.7365,2026-04-28T09:25:00+05:30,56036.75,2026-04-28T09:30:00+05:30,56052.559833,55844.278129,56469.123241,2026-04-28T11:20:00+05:30,55833.109273,STOP_LOSS,1,56052.56,-219.45,33.57,-253.02,-0.4514,-1.153,23
derivatives,NSEI,2026-04-01,OPEN_EQUALS_HIGH,SHORT,2026-04-01T09:15:00+05:30,22878.900391,22894.699219,22811.400391,22887.0,0.0,2.2409,2026-04-01T10:25:00+05:30,22796.5,2026-04-01T10:30:00+05:30,22792.540189,22883.476171,22610.668227,2026-04-01T13:15:00+05:30,22888.052866,STOP_LOSS,4,91170.16,-382.05,54.82,-436.87,-0.4792,-1.1435,34
derivatives,NSEI,2026-04-02,OPEN_EQUALS_HIGH,SHORT,2026-04-02T09:15:00+05:30,22383.400391,22383.400391,22209.5,22228.0,0.0,-1.3230,2026-04-02T09:55:00+05:30,22206.5,2026-04-02T10:00:00+05:30,22202.359421,22387.877071,21831.324122,2026-04-02T13:00:00+05:30,22392.354646,STOP_LOSS,4,88809.44,-759.98,53.51,-813.49,-0.916,-1.0704,37
derivatives,NSEI,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,22785.849609,22785.849609,22592.300781,22666.050781,0.0,0.4262,2026-04-06T09:45:00+05:30,22589.900391,2026-04-06T09:50:00+05:30,22586.581389,22790.406779,22178.93061,2026-04-06T12:55:00+05:30,22794.964861,STOP_LOSS,4,90346.33,-833.53,54.46,-887.99,-0.9829,-1.0653,38
derivatives,NSEI,2026-04-08,OPEN_EQUALS_LOW,LONG,2026-04-08T09:15:00+05:30,23855.150391,23909.449219,23836.900391,23900.0,0.0,3.1113,2026-04-08T09:35:00+05:30,23913.900391,2026-04-08T09:40:00+05:30,23918.132279,23850.379361,24053.638117,2026-04-08T15:20:00+05:30,23999.000021,END_OF_DAY,4,95672.53,323.47,57.5,265.97,0.278,0.9168,69
derivatives,NSEI,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00+05:30,23880.550781,23967.400391,23867.199219,23965.699219,0.0,0.4169,2026-04-10T09:45:00+05:30,23974.349609,2026-04-10T09:50:00+05:30,23978.04465,23875.774671,24182.584608,2026-04-10T15:20:00+05:30,24049.888279,END_OF_DAY,4,95912.18,287.37,57.63,229.74,0.2395,0.5366,67
derivatives,NSEI,2026-04-16,OPEN_EQUALS_HIGH,SHORT,2026-04-16T09:15:00+05:30,24380.25,24390.550781,24337.699219,24390.550781,0.0,0.6384,2026-04-16T09:35:00+05:30,24326.800781,2026-04-16T09:40:00+05:30,24321.38475,24385.12605,24193.90215,2026-04-16T12:00:00+05:30,24198.74093,TARGET,4,97285.54,490.58,58.22,432.35,0.4444,1.5752,29
derivatives,NSEI,2026-04-21,OPEN_EQUALS_LOW,LONG,2026-04-21T09:15:00+05:30,24374.550781,24469.650391,24357.150391,24468.849609,0.0,0.2218,2026-04-21T09:35:00+05:30,24469.900391,2026-04-21T09:40:00+05:30,24474.593159,24369.675871,24684.427734,2026-04-21T15:20:00+05:30,24573.135171,END_OF_DAY,4,97898.37,394.17,58.86,335.31,0.3425,0.7635,69
derivatives,NSEI,2026-04-27,OPEN_EQUALS_LOW,LONG,2026-04-27T09:15:00+05:30,23965.349609,24047.349609,23952.0,24020.349609,0.0,0.2277,2026-04-27T09:45:00+05:30,24082.150391,2026-04-27T09:50:00+05:30,24087.06645,23960.556539,24340.086271,2026-04-27T15:20:00+05:30,24085.482721,END_OF_DAY,4,96348.27,-6.33,57.81,-64.14,-0.0666,-0.1221,67
equity,BHARTIARTL_NS,2026-04-01,OPEN_EQUALS_HIGH,SHORT,2026-04-01T09:15:00+05:30,1815.0,1816.199951,1803.800049,1810.099976,0.0,1.4250,2026-04-01T10:25:00+05:30,1802.800049,2026-04-01T10:30:00+05:30,1802.1395,1815.363,1775.6925,2026-04-01T15:20:00+05:30,1783.756704,END_OF_DAY,55,99117.67,1011.05,59.17,951.89,0.9604,1.2738,59
equity,BHARTIARTL_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,1808.5,1809.099976,1788.0,1789.800049,0.0,0.9264,2026-04-06T09:20:00+05:30,1783.800049,2026-04-06T09:25:00+05:30,1782.943389,1808.8617,1731.106766,2026-04-06T15:20:00+05:30,1792.258404,END_OF_DAY,38,67751.85,-353.97,40.76,-394.73,-0.5826,-0.3953,72
equity,BHARTIARTL_NS,2026-04-10,OPEN_EQUALS_HIGH,SHORT,2026-04-10T09:15:00+05:30,1869.0,1870.5,1865.300049,1866.400024,0.0,0.4137,2026-04-10T09:20:00+05:30,1863.900024,2026-04-10T09:25:00+05:30,1863.727156,1869.3738,1852.433867,2026-04-10T09:25:00+05:30,1869.747675,STOP_LOSS,53,98777.54,-319.09,59.36,-378.45,-0.3831,-1.186,1
equity,BHARTIARTL_NS,2026-04-16,OPEN_EQUALS_HIGH,SHORT,2026-04-16T09:15:00+05:30,1864.300049,1864.300049,1853.099976,1854.199951,0.0,0.5501,2026-04-16T09:35:00+05:30,1853.0,2026-04-16T09:40:00+05:30,1852.729356,1864.672909,1828.842249,2026-04-16T13:05:00+05:30,1829.208018,TARGET,53,98194.66,1246.63,58.54,1188.09,1.2099,1.8201,42
equity,BHARTIARTL_NS,2026-04-20,OPEN_EQUALS_HIGH,SHORT,2026-04-20T09:15:00+05:30,1864.0,1864.0,1853.099976,1855.0,0.0,0.7186,2026-04-20T09:20:00+05:30,1849.900024,2026-04-20T09:25:00+05:30,1849.330011,1864.3728,1819.244434,2026-04-20T15:20:00+05:30,1840.8681,END_OF_DAY,54,99863.82,456.94,59.78,397.16,0.3977,0.4771,13
equity,BHARTIARTL_NS,2026-04-21,OPEN_EQUALS_LOW,LONG,2026-04-21T09:15:00+05:30,1834.400024,1852.300049,1834.400024,1851.699951,0.0,-0.3314,2026-04-21T09:30:00+05:30,1853.699951,2026-04-21T09:35:00+05:30,1854.8709,1834.033144,1896.546411,2026-04-21T15:20:00+05:30,1853.729156,END_OF_DAY,47,87178.93,-53.66,52.29,-105.95,-0.1215,-0.1063,70
equity,BHARTIARTL_NS,2026-04-29,OPEN_EQUALS_LOW,LONG,2026-04-29T09:15:00+05:30,1847.900024,1872.900024,1847.900024,1871.0,206740.0,0.3639,2026-04-29T09:40:00+05:30,1873.5,2026-04-29T09:45:00+05:30,1873.8747,1847.530444,1926.563211,2026-04-29T12:15:00+05:30,1886.322611,END_OF_DAY,37,69333.36,460.57,41.74,418.83,0.6041,0.4237,31
equity,HDFCBANK_NS,2026-04-01,OPEN_EQUALS_LOW,LONG,2026-04-01T09:15:00+05:30,744.299988,752.150024,744.299988,752.049988,0.0,1.1002,2026-04-01T09:20:00+05:30,754.299988,2026-04-01T09:25:00+05:30,754.100802,744.151128,774.000151,2026-04-01T10:20:00+05:30,744.002298,STOP_LOSS,99,74655.98,-999.75,44.49,-1044.25,-1.3987,-1.0445,12
equity,HDFCBANK_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,760.0,760.0,746.200012,750.299988,0.0,1.3604,2026-04-06T09:40:00+05:30,746.049988,2026-04-06T09:45:00+05:30,745.8508,760.152,717.2484,2026-04-06T12:25:00+05:30,760.30403,STOP_LOSS,69,51463.71,-997.27,31.18,-1028.45,-1.9984,-1.0313,33
equity,HDFCBANK_NS,2026-04-08,OPEN_EQUALS_LOW,LONG,2026-04-08T09:15:00+05:30,798.849976,809.349976,798.849976,807.900024,0.0,3.4646,2026-04-08T09:35:00+05:30,811.349976,2026-04-08T09:40:00+05:30,811.41225,798.690206,836.856339,2026-04-08T15:20:00+05:30,816.536672,END_OF_DAY,77,62478.74,394.58,37.61,356.97,0.5714,0.3599,69
equity,HDFCBANK_NS,2026-04-09,OPEN_EQUALS_HIGH,SHORT,2026-04-09T09:15:00+05:30,814.900024,814.900024,808.75,810.0,0.0,-0.2204,2026-04-09T09:30:00+05:30,806.0,2026-04-09T09:35:00+05:30,806.08875,815.063004,788.140241,2026-04-09T15:20:00+05:30,799.709898,END_OF_DAY,109,87863.67,695.29,52.51,642.79,0.7316,0.6454,70
equity,HDFCBANK_NS,2026-04-21,OPEN_EQUALS_LOW,LONG,2026-04-21T09:15:00+05:30,795.900024,800.349976,795.5,800.0,0.0,0.0943,2026-04-21T09:20:00+05:30,801.549988,2026-04-21T09:25:00+05:30,801.810354,795.740844,813.949374,2026-04-21T12:05:00+05:30,795.581696,STOP_LOSS,124,99424.48,-772.35,59.42,-831.78,-0.8366,-1.0769,33
equity,HDFCBANK_NS,2026-04-24,OPEN_EQUALS_LOW,LONG,2026-04-24T09:15:00+05:30,779.0,784.0,779.0,784.0,0.0,-0.5870,2026-04-24T10:50:00+05:30,785.950012,2026-04-24T10:55:00+05:30,785.857152,778.8442,799.883057,2026-04-24T15:20:00+05:30,784.843,END_OF_DAY,127,99803.86,-128.8,59.84,-188.64,-0.189,-0.2072,54
equity,HDFCBANK_NS,2026-04-29,OPEN_EQUALS_HIGH,SHORT,2026-04-29T09:15:00+05:30,785.450012,785.450012,781.25,781.599976,800182.0,0.5633,2026-04-29T09:30:00+05:30,780.849976,2026-04-29T09:35:00+05:30,780.693806,785.607102,770.867212,2026-04-29T09:45:00+05:30,785.764224,STOP_LOSS,128,99928.81,-649.01,60.15,-709.17,-0.7097,-1.0927,3
equity,ICICIBANK_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,1213.199951,1213.199951,1202.900024,1207.599976,0.0,-0.2467,2026-04-06T09:25:00+05:30,1201.599976,2026-04-06T09:30:00+05:30,1201.2597,1213.442591,1176.893918,2026-04-06T11:45:00+05:30,1213.68528,STOP_LOSS,80,96100.78,-994.05,57.96,-1052.01,-1.0947,-1.0583,28
equity,ICICIBANK_NS,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00+05:30,1288.5,1301.400024,1288.5,1301.300049,0.0,0.4757,2026-04-10T09:25:00+05:30,1302.5,2026-04-10T09:30:00+05:30,1303.060609,1288.2423,1332.697227,2026-04-10T15:20:00+05:30,1321.335656,END_OF_DAY,66,86002.0,1206.15,51.96,1154.19,1.3421,1.16,71
equity,ICICIBANK_NS,2026-04-21,OPEN_EQUALS_LOW,LONG,2026-04-21T09:15:00+05:30,1362.800049,1375.0,1362.199951,1375.0,0.0,0.6722,2026-04-21T10:30:00+05:30,1377.199951,2026-04-21T10:35:00+05:30,1377.475391,1362.527489,1407.371196,2026-04-21T12:05:00+05:30,1362.254983,STOP_LOSS,65,89535.9,-989.33,53.42,-1042.75,-1.1646,-1.054,19
equity,ICICIBANK_NS,2026-04-22,OPEN_EQUALS_HIGH,SHORT,2026-04-22T09:15:00+05:30,1379.0,1379.0,1372.900024,1375.599976,0.0,-0.4835,2026-04-22T09:20:00+05:30,1371.300049,2026-04-22T09:25:00+05:30,1371.625644,1379.2758,1356.325333,2026-04-22T15:20:00+05:30,1366.873296,END_OF_DAY,72,98757.05,342.17,59.15,283.02,0.2866,0.4959,72
equity,INFY_NS,2026-04-02,OPEN_EQUALS_LOW,LONG,2026-04-02T09:15:00+05:30,1260.300049,1272.0,1260.300049,1269.0,0.0,-1.3850,2026-04-02T09:20:00+05:30,1274.400024,2026-04-02T09:25:00+05:30,1274.554909,1260.047989,1303.568749,2026-04-02T15:10:00+05:30,1303.308035,TARGET,67,85395.18,1926.46,51.82,1874.64,2.1953,1.8958,70
equity,INFY_NS,2026-04-09,OPEN_EQUALS_HIGH,SHORT,2026-04-09T09:15:00+05:30,1329.900024,1329.900024,1316.099976,1321.599976,0.0,-1.2035,2026-04-09T09:40:00+05:30,1315.199951,2026-04-09T09:45:00+05:30,1314.737,1330.166004,1283.878991,2026-04-09T12:55:00+05:30,1330.432038,STOP_LOSS,63,82828.43,-988.79,49.99,-1038.78,-1.2541,-1.0506,39
equity,INFY_NS,2026-04-10,OPEN_EQUALS_HIGH,SHORT,2026-04-10T09:15:00+05:30,1317.0,1317.0,1302.699951,1306.900024,0.0,-1.0890,2026-04-10T09:20:00+05:30,1302.199951,2026-04-10T09:25:00+05:30,1301.939511,1317.2634,1271.291734,2026-04-10T15:20:00+05:30,1291.858296,END_OF_DAY,64,83324.13,645.2,49.8,595.4,0.7146,0.5968,72
equity,INFY_NS,2026-04-15,OPEN_EQUALS_LOW,LONG,2026-04-15T09:15:00+05:30,1302.599976,1314.0,1302.099976,1313.400024,0.0,2.0447,2026-04-15T09:20:00+05:30,1320.5,2026-04-15T09:25:00+05:30,1320.264,1302.339456,1356.113089,2026-04-15T11:35:00+05:30,1302.078988,STOP_LOSS,54,71294.26,-981.99,42.48,-1024.47,-1.437,-1.0433,27
equity,INFY_NS,2026-04-20,OPEN_EQUALS_HIGH,SHORT,2026-04-20T09:15:00+05:30,1324.800049,1324.800049,1313.800049,1315.699951,0.0,0.3636,2026-04-20T09:20:00+05:30,1313.300049,2026-04-20T09:25:00+05:30,1312.937311,1325.065009,1288.681916,2026-04-20T15:20:00+05:30,1310.162004,END_OF_DAY,76,99783.24,210.92,59.81,151.12,0.1514,0.1604,13
equity,INFY_NS,2026-04-22,OPEN_EQUALS_HIGH,SHORT,2026-04-22T09:15:00+05:30,1295.0,1295.0,1273.800049,1280.0,0.0,-1.5059,2026-04-22T10:05:00+05:30,1272.0,2026-04-22T10:10:00+05:30,1271.7456,1295.259,1224.7188,2026-04-22T15:20:00+05:30,1267.953491,END_OF_DAY,42,53413.32,159.27,32.0,127.27,0.2383,0.1275,63
equity,INFY_NS,2026-04-27,OPEN_EQUALS_LOW,LONG,2026-04-27T09:15:00+05:30,1155.699951,1171.300049,1155.699951,1168.599976,0.0,0.0606,2026-04-27T09:20:00+05:30,1175.199951,2026-04-27T09:25:00+05:30,1175.035009,1155.468811,1214.167404,2026-04-27T15:20:00+05:30,1170.365856,END_OF_DAY,50,58751.75,-233.46,35.18,-268.64,-0.4572,-0.2714,72
equity,INFY_NS,2026-04-29,OPEN_EQUALS_LOW,LONG,2026-04-29T09:15:00+05:30,1158.0,1164.599976,1157.599976,1159.699951,292222.0,0.6606,2026-04-29T09:35:00+05:30,1167.0,2026-04-29T09:40:00+05:30,1167.133404,1157.7684,1185.863413,2026-04-29T12:15:00+05:30,1176.664644,END_OF_DAY,85,99206.34,810.16,59.77,750.39,0.7564,0.9199,32
equity,ITC_NS,2026-04-09,OPEN_EQUALS_LOW,LONG,2026-04-09T09:15:00+05:30,301.649994,304.049988,301.600006,304.049988,0.0,-0.0828,2026-04-09T09:20:00+05:30,304.399994,2026-04-09T09:25:00+05:30,304.410876,301.589664,310.053301,2026-04-09T15:20:00+05:30,302.68945,END_OF_DAY,328,99846.77,-564.63,59.74,-624.37,-0.6253,-0.6606,72
equity,ITC_NS,2026-04-15,OPEN_EQUALS_LOW,LONG,2026-04-15T09:15:00+05:30,301.100006,302.700012,300.799988,302.399994,0.0,0.7698,2026-04-15T09:50:00+05:30,302.799988,2026-04-15T09:55:00+05:30,302.860548,301.039786,306.502071,2026-04-15T15:20:00+05:30,302.039586,END_OF_DAY,330,99943.98,-270.92,59.89,-330.8,-0.331,-0.5329,66
equity,ITC_NS,2026-04-16,OPEN_EQUALS_HIGH,SHORT,2026-04-16T09:15:00+05:30,303.399994,303.399994,302.100006,303.100006,0.0,0.4303,2026-04-16T09:55:00+05:30,302.0,2026-04-16T10:00:00+05:30,302.039586,303.460674,299.197411,2026-04-16T11:10:00+05:30,303.521366,STOP_LOSS,331,99975.1,-490.47,60.13,-550.6,-0.5507,-1.1226,15
equity,ITC_NS,2026-04-20,OPEN_EQUALS_HIGH,SHORT,2026-04-20T09:15:00+05:30,307.200012,307.399994,305.5,305.850006,0.0,0.1304,2026-04-20T15:05:00+05:30,305.350006,2026-04-20T15:10:00+05:30,305.288936,307.261452,301.343904,2026-04-20T15:20:00+05:30,304.660926,END_OF_DAY,327,99829.48,205.36,59.84,145.52,0.1458,0.2188,3
equity,ITC_NS,2026-04-21,OPEN_EQUALS_LOW,LONG,2026-04-21T09:15:00+05:30,304.850006,305.700012,304.649994,305.700012,0.0,0.0821,2026-04-21T09:20:00+05:30,305.799988,2026-04-21T09:25:00+05:30,305.761152,304.789036,307.705384,2026-04-21T09:50:00+05:30,304.728078,STOP_LOSS,327,99983.9,-337.82,59.89,-397.7,-0.3978,-1.1773,6
equity,ITC_NS,2026-04-24,OPEN_EQUALS_HIGH,SHORT,2026-04-24T09:15:00+05:30,306.649994,306.649994,303.200012,303.700012,0.0,0.4586,2026-04-24T09:30:00+05:30,303.149994,2026-04-24T09:35:00+05:30,303.039386,306.711324,295.695511,2026-04-24T15:20:00+05:30,301.460274,END_OF_DAY,267,80911.52,421.62,48.42,373.2,0.4612,0.3744,70
equity,ITC_NS,2026-04-27,OPEN_EQUALS_LOW,LONG,2026-04-27T09:15:00+05:30,303.25,304.450012,303.0,304.149994,0.0,0.6138,2026-04-27T09:20:00+05:30,304.700012,2026-04-27T09:25:00+05:30,304.81095,303.18935,308.05415,2026-04-27T11:35:00+05:30,303.128712,STOP_LOSS,328,99977.99,-551.77,59.82,-611.6,-0.6117,-1.1084,27
equity,ITC_NS,2026-04-29,OPEN_EQUALS_LOW,LONG,2026-04-29T09:15:00+05:30,305.600006,308.0,305.399994,307.25,493351.0,0.4107,2026-04-29T09:20:00+05:30,309.950012,2026-04-29T09:25:00+05:30,309.81195,305.538886,318.358078,2026-04-29T12:15:00+05:30,314.337114,END_OF_DAY,230,71256.75,1040.79,43.07,997.72,1.4002,1.0009,35
equity,KOTAKBANK_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,358.0,358.0,351.649994,351.700012,0.0,0.1539,2026-04-06T09:20:00+05:30,350.549988,2026-04-06T09:25:00+05:30,350.479878,358.0716,335.296433,2026-04-06T13:05:00+05:30,358.143214,STOP_LOSS,130,45562.38,-996.23,27.64,-1023.87,-2.2472,-1.0277,45
equity,KOTAKBANK_NS,2026-04-16,OPEN_EQUALS_HIGH,SHORT,2026-04-16T09:15:00+05:30,383.950012,383.950012,381.700012,382.75,0.0,0.3004,2026-04-16T11:55:00+05:30,381.649994,2026-04-16T12:00:00+05:30,381.573664,384.026802,376.667387,2026-04-16T15:20:00+05:30,378.475674,END_OF_DAY,262,99972.3,811.67,59.74,751.93,0.7521,1.1344,41
equity,KOTAKBANK_NS,2026-04-17,OPEN_EQUALS_LOW,LONG,2026-04-17T09:15:00+05:30,376.75,379.549988,376.75,378.549988,0.0,-0.4360,2026-04-17T09:20:00+05:30,379.850006,2026-04-17T09:25:00+05:30,379.82595,376.67465,386.12855,2026-04-17T15:20:00+05:30,383.373322,END_OF_DAY,263,99894.22,932.96,60.22,872.74,0.8737,1.0284,72
equity,KOTAKBANK_NS,2026-04-20,OPEN_EQUALS_HIGH,SHORT,2026-04-20T09:15:00+05:30,382.899994,382.950012,380.25,381.850006,0.0,-0.1434,2026-04-20T15:05:00+05:30,379.399994,2026-04-20T15:10:00+05:30,379.374122,382.976574,372.169219,2026-04-20T15:20:00+05:30,378.975774,END_OF_DAY,263,99775.39,104.77,59.83,44.93,0.045,0.0464,3
equity,KOTAKBANK_NS,2026-04-23,OPEN_EQUALS_HIGH,SHORT,2026-04-23T09:15:00+05:30,373.450012,373.450012,370.25,373.0,0.0,-0.7706,2026-04-23T10:35:00+05:30,369.850006,2026-04-23T10:40:00+05:30,369.776036,373.524702,362.278704,2026-04-23T15:20:00+05:30,370.774152,END_OF_DAY,261,96511.55,-260.51,57.99,-318.49,-0.33,-0.3192,57
equity,KOTAKBANK_NS,2026-04-28,OPEN_EQUALS_LOW,LONG,2026-04-28T09:15:00+05:30,373.450012,377.25,373.450012,376.399994,0.0,-0.7969,2026-04-28T09:20:00+05:30,380.0,2026-04-28T09:25:00+05:30,380.026002,373.375322,393.327362,2026-04-28T15:20:00+05:30,377.474478,END_OF_DAY,148,56243.85,-377.63,33.63,-411.26,-0.7312,-0.4132,72
equity,LT_NS,2026-04-02,OPEN_EQUALS_HIGH,SHORT,2026-04-02T09:15:00+05:30,3536.0,3536.0,3477.5,3493.0,0.0,-1.9711,2026-04-02T10:05:00+05:30,3475.0,2026-04-02T10:10:00+05:30,3473.105289,3536.7072,3345.901466,2026-04-02T13:00:00+05:30,3537.414541,STOP_LOSS,15,52096.58,-964.64,31.55,-996.19,-1.9122,-1.0327,35
equity,LT_NS,2026-04-08,OPEN_EQUALS_LOW,LONG,2026-04-08T09:15:00+05:30,3944.0,4021.199951,3944.0,4002.899902,0.0,5.9987,2026-04-08T11:45:00+05:30,4029.899902,2026-04-08T11:50:00+05:30,4032.506291,3943.2112,4211.096473,2026-04-08T15:20:00+05:30,4010.497789,END_OF_DAY,11,44357.57,-242.09,26.54,-268.64,-0.6056,-0.2711,43
equity,LT_NS,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00+05:30,3924.699951,3939.0,3923.699951,3936.5,0.0,0.8143,2026-04-10T09:30:00+05:30,3940.100098,2026-04-10T09:35:00+05:30,3940.987991,3923.915011,3975.133951,2026-04-10T15:20:00+05:30,3957.7083,END_OF_DAY,25,98524.7,418.01,59.24,358.77,0.3641,0.8036,70
equity,LT_NS,2026-04-15,OPEN_EQUALS_LOW,LONG,2026-04-15T09:15:00+05:30,4036.600098,4067.0,4036.600098,4052.899902,0.0,2.0890,2026-04-15T09:40:00+05:30,4071.5,2026-04-15T09:45:00+05:30,4073.8146,4035.792778,4149.858245,2026-04-15T15:20:00+05:30,4074.584822,END_OF_DAY,24,97771.55,18.49,58.67,-40.18,-0.0411,-0.0431,68
equity,LT_NS,2026-04-22,OPEN_EQUALS_HIGH,SHORT,2026-04-22T09:15:00+05:30,4065.100098,4065.100098,4048.0,4052.0,0.0,-0.2209,2026-04-22T09:40:00+05:30,4042.5,2026-04-22T09:45:00+05:30,4040.6917,4065.913118,3990.248865,2026-04-22T15:20:00+05:30,4021.203982,END_OF_DAY,24,96976.6,467.71,58.05,409.66,0.4224,0.6556,68
equity,LT_NS,2026-04-29,OPEN_EQUALS_LOW,LONG,2026-04-29T09:15:00+05:30,4052.300049,4078.0,4052.300049,4069.899902,34311.0,0.3343,2026-04-29T10:00:00+05:30,4080.0,2026-04-29T10:05:00+05:30,4079.915918,4051.489589,4136.768575,2026-04-29T12:15:00+05:30,4112.1774,END_OF_DAY,24,97917.98,774.28,58.98,715.29,0.7305,1.0194,27
equity,RELIANCE_NS,2026-04-01,OPEN_EQUALS_HIGH,SHORT,2026-04-01T09:15:00+05:30,1376.300049,1377.400024,1365.0,1369.900024,0.0,2.1752,2026-04-01T13:40:00+05:30,1364.900024,2026-04-01T13:45:00+05:30,1364.727,1376.575309,1341.030382,2026-04-01T15:20:00+05:30,1369.573909,END_OF_DAY,73,99625.07,-353.82,59.88,-413.71,-0.4153,-0.4675,20
equity,RELIANCE_NS,2026-04-02,OPEN_EQUALS_HIGH,SHORT,2026-04-02T09:15:00+05:30,1358.0,1358.0,1349.400024,1351.199951,0.0,-0.8252,2026-04-02T09:35:00+05:30,1347.0,2026-04-02T09:40:00+05:30,1346.2307,1358.2716,1322.1489,2026-04-02T15:20:00+05:30,1349.669904,END_OF_DAY,74,99621.07,-254.5,59.85,-314.35,-0.3155,-0.345,69
equity,RELIANCE_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,1355.0,1355.0,1336.400024,1338.699951,0.0,0.4150,2026-04-06T09:20:00+05:30,1331.599976,2026-04-06T09:25:00+05:30,1330.933711,1355.271,1282.259134,2026-04-06T15:20:00+05:30,1306.461191,END_OF_DAY,40,53237.35,978.9,31.65,947.25,1.7793,0.9623,72
equity,RELIANCE_NS,2026-04-09,OPEN_EQUALS_HIGH,SHORT,2026-04-09T09:15:00+05:30,1345.099976,1346.199951,1338.300049,1346.099976,0.0,-0.2669,2026-04-09T09:50:00+05:30,1338.199951,2026-04-09T09:55:00+05:30,1337.532489,1345.368996,1321.859475,2026-04-09T15:20:00+05:30,1329.065809,END_OF_DAY,74,98977.4,626.53,59.2,567.34,0.5732,0.9459,66
equity,RELIANCE_NS,2026-04-16,OPEN_EQUALS_HIGH,SHORT,2026-04-16T09:15:00+05:30,1352.0,1352.0,1340.0,1342.599976,0.0,0.6027,2026-04-16T09:35:00+05:30,1339.400024,2026-04-16T09:40:00+05:30,1339.132144,1352.2704,1312.855633,2026-04-16T15:20:00+05:30,1345.869096,END_OF_DAY,74,99095.78,-498.53,59.61,-558.14,-0.5632,-0.5625,69
equity,RELIANCE_NS,2026-04-17,OPEN_EQUALS_LOW,LONG,2026-04-17T09:15:00+05:30,1341.400024,1351.5,1341.400024,1346.0,0.0,-0.3121,2026-04-17T11:00:00+05:30,1351.900024,2026-04-17T11:05:00+05:30,1351.970291,1341.131744,1373.647385,2026-04-17T15:20:00+05:30,1365.126944,END_OF_DAY,73,98693.83,960.44,59.5,900.93,0.9129,1.1112,52
equity,RELIANCE_NS,2026-04-21,OPEN_EQUALS_LOW,LONG,2026-04-21T09:15:00+05:30,1360.800049,1367.699951,1360.800049,1364.699951,0.0,-0.0367,2026-04-21T11:00:00+05:30,1368.0,2026-04-21T11:05:00+05:30,1368.2736,1360.527889,1383.765022,2026-04-21T11:30:00+05:30,1360.255783,STOP_LOSS,73,99883.97,-585.3,59.75,-645.06,-0.6458,-1.1021,6
equity,RELIANCE_NS,2026-04-27,OPEN_EQUALS_LOW,LONG,2026-04-27T09:15:00+05:30,1312.300049,1330.900024,1311.099976,1328.5,0.0,-1.2417,2026-04-27T09:50:00+05:30,1336.900024,2026-04-27T09:55:00+05:30,1337.067409,1312.037589,1387.127049,2026-04-27T15:20:00+05:30,1365.526889,END_OF_DAY,39,52145.63,1109.92,31.62,1078.3,2.0679,1.0932,66
equity,RELIANCE_NS,2026-04-29,OPEN_EQUALS_LOW,LONG,2026-04-29T09:15:00+05:30,1392.0,1406.900024,1392.0,1404.900024,692620.0,0.2665,2026-04-29T10:00:00+05:30,1407.699951,2026-04-29T10:05:00+05:30,1407.7815,1391.7216,1439.9013,2026-04-29T12:15:00+05:30,1419.716,END_OF_DAY,61,85874.67,728.0,51.74,676.26,0.7875,0.6785,27
