period,days,held_days,flat_days,skipped_days,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_days,losing_days,break_even_days,total_points,average_points,total_pnl_usd,average_pnl_usd,ending_equity,max_profit_date,max_profit_points,max_profit_usd,max_loss_date,max_loss_points,max_loss_usd,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct
2021-05,20,0,3,0,69,0,27,42,51,18,0,0,10,7,0,261.47,15.38,5742.55,337.80,1005742.56,2021-05-18,615.05,13852.38,2021-05-21,-696.68,-17132.05,4,3,911.72,22328.46,2.1932
2021-06,30,0,1,0,197,0,99,98,163,34,0,0,14,15,0,-2625.80,-90.54,-80626.68,-2780.23,925115.81,2021-06-10,697.12,19099.03,2021-06-06,-1155.02,-32096.58,6,5,3005.49,90725.81,8.9311
2021-07,31,1,0,0,237,0,125,112,187,50,0,0,15,15,0,-1515.02,-50.50,-35208.36,-1173.61,889907.48,2021-07-21,471.72,15803.98,2021-07-29,-1149.53,-28823.50,6,4,1803.18,45576.31,4.8789
2021-08,31,1,2,0,200,0,97,103,151,49,0,0,17,11,0,2981.03,106.47,68441.17,2444.33,958348.65,2021-08-17,1268.64,27366.36,2021-08-22,-697.28,-14233.29,4,4,1482.60,32802.07,3.5292
2021-09,30,0,3,0,272,0,132,140,228,44,0,0,8,19,0,-7984.14,-295.71,-175143.62,-6486.80,783205.06,2021-09-28,574.28,13546.29,2021-09-25,-1538.95,-36319.51,2,4,8931.65,196993.83,20.4787
2021-10,31,0,2,0,281,0,144,137,228,53,0,0,13,16,0,-5610.48,-193.46,-103869.38,-3581.70,679335.73,2021-10-26,2345.99,37566.65,2021-10-14,-1819.86,-31610.97,3,5,6739.34,122013.34,15.5576
2021-11,30,0,2,0,225,1,107,118,177,48,0,0,15,13,0,2213.61,79.06,37445.78,1337.35,716781.48,2021-11-15,1832.83,28274.51,2021-11-13,-1622.64,-25360.88,4,2,3291.16,53483.00,7.8728
2021-12,31,0,1,0,273,0,149,124,218,55,0,0,15,15,0,1164.86,38.83,27337.75,911.26,744119.19,2021-12-11,1196.23,24647.28,2021-12-05,-1215.82,-24673.09,4,5,3384.00,64899.30,9.0543
2022-01,31,0,3,0,305,0,158,147,245,60,0,0,13,15,0,-2293.95,-81.93,-51224.10,-1829.43,692895.04,2022-01-03,1064.10,22623.35,2022-01-23,-715.60,-20269.73,4,4,3567.74,81083.76,10.8487
2022-02,28,0,2,0,255,0,130,125,220,35,0,0,9,17,0,-5774.60,-222.10,-131438.83,-5055.34,561456.26,2022-02-04,636.54,17084.73,2022-02-06,-1687.04,-40565.18,3,10,6998.23,164343.33,22.6431
2022-03,31,1,2,0,346,0,182,164,290,56,0,0,11,17,0,-3426.42,-122.37,-77718.37,-2775.66,483738.00,2022-03-16,833.99,21299.90,2022-03-17,-1509.85,-36946.25,2,4,3429.53,79615.45,14.1324
2022-04,30,0,4,0,223,0,125,98,189,34,0,0,9,17,0,-3629.09,-139.58,-92359.61,-3552.29,391378.42,2022-04-03,1145.90,24723.51,2022-04-07,-1440.66,-33117.11,3,7,6337.99,155525.50,30.0214
2022-05,31,0,1,0,249,0,138,111,199,50,0,0,15,15,0,692.22,23.07,17256.73,575.22,408635.15,2022-05-15,1241.97,41800.55,2022-05-26,-1169.60,-39551.94,4,4,2042.45,69272.37,14.5959
2022-06,30,0,1,0,172,0,75,97,140,32,0,0,13,16,0,-301.52,-10.40,-19043.08,-656.66,389592.18,2022-06-06,361.16,12098.97,2022-06-24,-370.51,-17721.07,3,7,1140.46,52301.76,12.2486
2022-07,31,1,1,0,219,0,117,102,176,43,0,0,10,19,0,-589.40,-20.32,-24122.69,-831.82,365469.46,2022-07-13,980.33,49968.82,2022-07-01,-839.29,-43347.73,4,5,1674.07,83797.28,21.5090
2022-08,31,1,1,0,284,0,133,151,229,55,0,0,10,19,0,-647.50,-22.33,-35519.98,-1224.83,329949.48,2022-08-15,590.78,24286.02,2022-08-25,-469.44,-21779.73,3,5,1364.04,64723.95,16.3994
2022-09,30,0,0,0,258,0,146,112,205,53,0,0,17,13,0,908.63,30.29,41969.78,1398.99,371919.28,2022-09-14,517.97,25521.02,2022-09-08,-331.21,-17178.79,3,3,751.19,38142.49,10.1503
2022-10,31,1,2,0,290,0,136,154,236,54,0,0,14,14,0,89.03,3.18,2877.37,102.76,374796.62,2022-10-27,538.69,26044.91,2022-10-05,-379.71,-18813.73,3,4,1066.17,54835.55,14.2255
2022-11,30,0,1,0,287,0,142,145,232,55,0,0,14,15,0,226.76,7.82,16998.62,586.16,391795.30,2022-11-15,372.45,22454.78,2022-11-11,-369.21,-21453.11,4,5,891.40,43488.08,11.6031
2022-12,31,0,0,0,360,0,171,189,300,60,0,0,12,19,0,-783.90,-25.29,-47554.02,-1534.00,344241.19,2022-12-13,220.03,12833.42,2022-12-18,-252.13,-15055.57,4,6,992.00,58724.40,14.6657
2023-01,31,0,2,0,278,0,146,132,225,53,0,0,12,17,0,-88.90,-3.07,-3653.09,-125.97,340588.16,2023-01-29,588.92,25446.86,2023-01-23,-489.08,-21486.32,3,5,1093.67,48905.14,13.7036
2023-02,28,0,0,0,203,0,88,115,156,47,0,0,18,10,0,3473.91,124.07,144688.84,5167.46,485276.95,2023-02-21,1034.56,41799.53,2023-02-01,-307.66,-13354.46,8,4,630.23,27188.78,7.7930
2023-03,31,0,3,0,254,1,129,125,207,46,1,0,13,15,0,269.25,9.62,15684.54,560.16,500961.49,2023-03-08,532.27,24041.66,2023-03-20,-434.46,-15363.45,4,4,1023.00,36867.20,7.1171
2023-04,30,0,1,0,274,0,135,139,216,58,0,0,13,16,0,-188.46,-6.50,-7219.22,-248.94,493742.31,2023-04-13,572.23,18966.74,2023-04-27,-468.06,-16150.96,4,4,1280.03,44096.73,8.1989
2023-05,31,0,0,0,253,1,135,118,207,45,1,0,14,17,0,-716.89,-23.13,-26464.08,-853.68,467278.18,2023-05-11,589.21,21349.06,2023-05-09,-637.44,-23036.65,4,4,1269.03,45871.93,9.1297
2023-06,30,0,1,0,302,0,165,137,242,60,0,0,14,15,0,105.64,3.64,-2746.20,-94.70,464532.04,2023-06-28,538.82,17708.91,2023-06-22,-567.34,-18853.53,5,4,2160.82,78707.23,16.3601
2023-07,31,0,0,0,310,0,169,141,246,64,0,0,14,17,0,38.35,1.24,909.42,29.34,465441.42,2023-07-18,931.32,31068.56,2023-07-19,-506.15,-16900.09,3,3,760.04,24956.85,5.3297
2023-08,31,0,2,0,288,0,145,143,225,63,0,0,12,17,0,623.86,21.51,21283.07,733.90,486724.40,2023-08-09,478.11,16092.50,2023-08-21,-274.50,-10533.81,2,5,675.66,23233.31,4.9071
2023-09,30,1,0,0,358,0,169,189,292,66,0,0,10,19,0,-1439.01,-49.62,-53871.69,-1857.64,432852.76,2023-09-14,591.59,22548.19,2023-09-20,-511.98,-18853.66,3,5,1969.90,73850.83,14.7110
2023-10,31,1,1,0,282,0,144,138,226,56,0,0,15,14,0,-698.53,-24.09,-16084.25,-554.63,416768.54,2023-10-21,516.10,17336.31,2023-10-24,-653.47,-19266.17,5,4,2002.66,61225.06,12.8088
