period,days,held_days,flat_days,skipped_days,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_days,losing_days,break_even_days,total_points,average_points,total_pnl_usd,average_pnl_usd,ending_equity,max_profit_date,max_profit_points,max_profit_usd,max_loss_date,max_loss_points,max_loss_usd,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct
2023-11,30,0,0,0,312,0,161,151,253,59,0,0,13,17,0,-3140.30,-104.68,-87689.12,-2922.97,329079.39,2023-11-13,484.66,13161.96,2023-11-06,-663.34,-18931.01,4,4,3140.30,87689.16,21.0403
2023-12,31,0,1,0,254,0,127,127,193,61,0,0,15,15,0,91.25,3.04,5464.72,182.16,334544.15,2023-12-24,573.21,13173.18,2023-12-10,-648.83,-14822.61,4,3,2054.96,46823.57,13.1184
2024-01,31,0,0,0,331,0,163,168,279,52,0,0,10,21,0,-5871.98,-189.42,-136738.19,-4410.91,197805.84,2024-01-12,1107.71,23910.67,2024-01-25,-1031.38,-25790.12,2,4,6429.59,149752.06,43.0869
2024-02,29,0,2,1,247,1,119,128,201,46,0,0,14,12,0,-536.87,-20.65,-22337.20,-859.12,175468.59,2024-02-28,1092.19,19153.02,2024-02-22,-1821.16,-35335.85,6,3,4475.98,94070.90,47.5572
2024-03,31,0,2,0,230,0,118,112,181,49,0,0,18,11,0,273.99,9.45,1951.29,67.29,177419.86,2024-03-24,1399.07,21603.45,2024-03-20,-1299.70,-20575.48,7,4,2781.60,44638.75,24.2841
2024-04,30,0,0,0,259,0,127,132,217,42,0,0,11,19,0,-7260.32,-242.01,-112933.21,-3764.44,64486.63,2024-04-10,1333.58,19214.61,2024-04-14,-1821.57,-28385.62,2,9,9162.19,139775.12,68.4294
2024-05,31,1,0,0,245,1,128,117,196,49,0,0,15,15,0,1639.04,54.63,27000.71,900.02,91487.34,2024-05-09,2033.73,32949.26,2024-05-12,-941.84,-15444.50,3,3,1635.87,26785.09,27.3145
2024-06,30,0,0,0,270,0,145,125,220,50,0,0,12,18,0,-3135.90,-104.53,-45502.23,-1516.74,45985.10,2024-06-12,883.92,13122.22,2024-06-19,-1159.11,-17785.42,2,3,4365.46,64029.73,69.9875
2024-07,31,1,2,0,213,0,115,98,165,48,0,0,17,11,0,2887.76,103.13,56624.68,2022.31,102609.82,2024-07-10,1839.50,31763.81,2024-07-31,-1418.10,-21374.96,6,4,4258.98,65971.71,39.1334
2024-08,31,0,1,0,233,0,125,108,188,45,0,0,15,15,0,-560.80,-18.69,-11254.13,-375.14,91355.65,2024-08-29,905.83,15161.89,2024-08-09,-1486.25,-24580.56,5,3,4271.70,70687.98,61.2565
2024-09,30,2,1,0,251,0,112,139,192,59,0,0,13,14,0,1694.83,62.77,26226.35,971.35,117582.02,2024-09-09,979.20,17938.87,2024-09-29,-859.74,-13079.23,5,4,1975.59,33617.19,32.8742
2024-10,31,2,1,0,260,1,132,128,205,54,1,0,18,10,0,4123.45,147.27,64892.72,2317.60,182474.74,2024-10-04,1260.17,20593.93,2024-10-22,-1031.34,-15353.01,6,2,1031.34,15353.02,9.1745
2024-11,30,0,1,0,275,0,138,137,221,54,0,0,14,15,0,-2721.07,-93.83,-30860.12,-1064.14,151614.56,2024-11-17,1876.92,20729.67,2024-11-02,-1454.33,-20921.34,4,3,5313.65,62194.20,32.1611
2024-12,31,0,0,0,278,0,134,144,216,62,0,0,13,18,0,-1963.43,-63.34,-24794.96,-799.84,126819.51,2024-12-18,4028.82,38241.22,2024-12-07,-1981.68,-19877.74,4,5,4915.85,49878.81,31.6626
2025-01,31,1,2,0,248,0,122,126,203,45,0,0,11,17,0,-5682.88,-202.96,-54276.53,-1938.45,72542.89,2025-01-09,1707.97,18054.21,2025-01-29,-2712.75,-26577.54,2,3,7751.20,75858.98,51.1173
2025-02,28,1,1,0,217,0,110,107,168,49,0,0,13,13,0,3553.95,136.69,35936.20,1382.16,108479.09,2025-02-06,2024.36,20704.13,2025-02-24,-2139.48,-22357.87,4,4,2694.04,27946.83,26.6824
2025-03,31,0,1,0,262,0,138,124,224,38,0,0,11,19,0,-8016.33,-267.21,-92512.70,-3083.76,15966.36,2025-03-18,1272.50,15266.74,2025-03-25,-2238.25,-25587.89,3,4,10210.41,118616.70,102.8774
2025-04,30,0,0,0,266,0,141,125,218,48,0,0,11,19,0,-5847.94,-194.93,-68158.05,-2271.93,-52191.69,2025-04-12,2018.10,24281.74,2025-04-14,-2943.52,-34834.52,2,5,6780.38,79458.29,291.4125
2025-05,31,0,0,0,263,0,136,127,208,55,0,0,13,18,0,-1763.57,-56.89,-14344.38,-462.72,-66536.08,2025-05-13,2282.92,22104.49,2025-05-12,-2102.85,-20192.33,4,5,6431.06,60342.08,0.0000
2025-06,30,1,0,0,287,0,147,140,230,57,0,0,12,17,0,-5653.88,-194.96,-52419.59,-1807.57,-118955.75,2025-06-25,2783.71,26274.05,2025-06-19,-2326.20,-22193.38,3,5,7292.35,68382.46,0.0000
2025-07,31,0,0,0,280,0,153,127,226,54,0,0,17,14,0,-940.55,-30.34,-4582.06,-147.81,-123537.88,2025-07-15,2194.51,18384.50,2025-07-24,-2720.14,-22938.32,4,4,9078.60,76655.01,0.0000
2025-08,31,0,0,0,260,0,126,134,214,46,0,0,12,19,0,-3086.26,-99.56,-28443.93,-917.55,-151981.78,2025-08-01,2825.58,24430.97,2025-08-20,-2019.16,-17780.03,4,9,9196.91,81145.09,0.0000
2025-09,30,0,1,0,250,0,137,113,195,55,0,0,14,15,0,-320.32,-11.05,-2962.38,-102.15,-154944.20,2025-09-04,1477.32,13323.70,2025-09-15,-1592.67,-13797.76,3,5,4916.89,42584.16,0.0000
2025-10,31,0,0,0,239,1,136,103,184,54,1,0,16,15,0,3638.58,117.37,36868.10,1189.29,-118076.08,2025-10-22,2606.33,24014.31,2025-10-13,-3210.94,-28025.66,6,4,8880.55,75055.58,0.0000
2025-11,30,0,1,0,280,0,147,133,231,49,0,0,13,16,0,-7066.30,-243.67,-70759.76,-2439.99,-188835.78,2025-11-20,2321.59,25433.41,2025-11-22,-3047.44,-36130.95,3,5,7624.04,75004.52,0.0000
2025-12,31,1,0,0,221,0,112,109,167,54,0,0,17,13,0,8433.23,281.11,93572.95,3119.10,-95262.88,2025-12-11,1704.09,18558.90,2025-12-21,-1182.01,-13396.56,3,3,1754.62,19919.40,0.0000
2026-01,31,0,0,0,263,0,129,134,214,49,0,0,18,13,0,1993.02,64.29,23423.02,755.58,-71839.78,2026-01-02,2968.84,33535.86,2026-01-23,-3070.90,-34323.80,4,4,4187.20,44807.78,0.0000
2026-02,28,0,1,0,206,0,98,108,163,43,0,0,14,13,0,1329.51,49.24,11339.47,419.98,-60500.29,2026-02-23,1710.05,25558.51,2026-02-10,-1253.14,-17899.40,5,6,6319.95,92362.76,0.0000
2026-03,31,0,2,0,239,0,127,112,196,43,0,0,13,16,0,-1321.86,-45.58,-18734.60,-646.02,-79234.90,2026-03-15,1993.97,27908.19,2026-03-17,-2406.06,-32393.03,3,4,4190.59,59926.19,0.0000
2026-04,30,0,0,0,251,0,117,134,207,44,0,0,11,19,0,-5210.02,-173.67,-71352.79,-2378.43,-150587.73,2026-04-21,1109.02,14644.80,2026-04-23,-2044.37,-26194.81,2,5,7595.35,102693.72,0.0000
2026-05,10,0,0,0,59,1,34,25,45,13,0,1,5,5,0,174.46,17.45,2913.98,291.40,-147673.72,2026-05-01,1028.44,13482.67,2026-05-06,-1365.94,-16765.71,2,2,1454.27,17991.30,0.0000
