date,status,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_trades,losing_trades,break_even_trades,total_points,average_points,max_profit_points,max_loss_points,total_pnl_usd,average_pnl_usd,max_profit_usd,max_loss_usd,ending_equity,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct,remarks
2021-05-12,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1000000.00,0,0,0.00,0.00,0.0000,
2021-05-13,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1000000.00,0,0,0.00,0.00,0.0000,
2021-05-14,TRADED,8,0,3,5,7,1,0,0,1,7,0,-559.11,-69.89,486.45,-241.01,-11130.28,-1391.29,9803.25,-4813.97,988869.72,1,4,619.68,12401.03,1.2385,
2021-05-15,TRADED,4,0,1,3,2,2,0,0,2,2,0,564.52,141.13,691.34,-204.79,11470.76,2867.69,13985.54,-4063.69,1000340.48,2,2,359.19,7150.47,0.7231,
2021-05-16,TRADED,6,0,1,5,4,2,0,0,2,4,0,-27.05,-4.51,277.61,-209.22,-539.80,-89.97,5746.00,-4300.46,999800.68,1,3,385.41,7954.80,0.7939,
2021-05-17,TRADED,3,0,1,2,2,1,0,0,1,2,0,193.31,64.44,424.14,-137.02,4423.30,1474.43,9560.44,-3088.98,1004223.98,1,2,230.83,5137.13,0.5138,
2021-05-18,TRADED,1,0,1,0,0,1,0,0,1,0,0,615.05,615.05,615.05,615.05,13852.38,13852.38,13852.38,13852.38,1018076.37,1,0,0.00,0.00,0.0000,
2021-05-19,TRADED,1,0,0,1,1,0,0,0,0,1,0,-135.20,-135.20,-135.20,-135.20,-3449.95,-3449.95,-3449.95,-3449.95,1014626.41,0,1,135.20,3449.96,0.3389,
2021-05-20,TRADED,3,0,0,3,2,1,0,0,1,2,0,-70.85,-23.62,89.07,-98.08,-1746.46,-582.15,2315.44,-2492.82,1012879.95,1,2,159.92,4061.90,0.3994,
2021-05-21,TRADED,6,0,3,3,6,0,0,0,0,6,0,-696.68,-116.11,-7.53,-189.30,-17132.05,-2855.34,-185.29,-4644.06,995747.91,0,6,696.68,17132.04,1.6914,
2021-05-22,TRADED,2,0,1,1,1,1,0,0,1,1,0,101.58,50.79,140.33,-38.75,2723.02,1361.51,3758.14,-1035.12,998470.92,1,1,38.75,1035.13,0.1040,
2021-05-23,TRADED,7,0,3,4,5,2,0,0,2,5,0,66.74,9.53,296.39,-137.20,1797.14,256.73,7909.91,-3643.41,1000268.07,1,3,229.65,6112.76,0.6122,
2021-05-24,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1000268.07,0,0,0.00,0.00,0.0000,
2021-05-25,TRADED,5,0,2,3,4,1,0,0,1,4,0,162.09,32.42,512.72,-126.17,4280.38,856.08,13475.54,-3322.41,1004548.45,1,3,338.39,8874.67,0.8757,
2021-05-26,TRADED,6,0,3,3,4,2,0,0,2,4,0,24.38,4.06,335.53,-190.30,654.55,109.09,8799.02,-4970.75,1005202.99,1,2,306.46,8032.92,0.7997,
2021-05-27,TRADED,9,0,5,4,8,1,0,0,1,8,0,-363.78,-40.42,355.74,-185.37,-9310.08,-1034.45,9144.63,-4742.37,995892.91,1,5,478.60,12279.54,1.2180,
2021-05-28,TRADED,1,0,0,1,0,1,0,0,1,0,0,381.23,381.23,381.23,381.23,9856.16,9856.16,9856.16,9856.16,1005749.07,1,0,0.00,0.00,0.0000,
2021-05-29,TRADED,3,0,2,1,2,1,0,0,1,2,0,81.53,27.18,134.03,-34.65,2236.04,745.35,3682.95,-953.25,1007985.10,1,2,52.50,1446.92,0.1433,
2021-05-30,TRADED,2,0,0,2,2,0,0,0,0,2,0,-174.93,-87.47,-85.30,-89.63,-5030.26,-2515.13,-2453.42,-2576.84,1002954.85,0,2,174.93,5030.25,0.4990,
2021-05-31,TRADED,2,0,1,1,1,1,0,0,1,1,0,98.64,49.32,176.73,-78.09,2787.70,1393.85,4983.06,-2195.36,1005742.56,1,1,78.09,2195.36,0.2189,
2021-06-01,TRADED,6,0,3,3,5,1,0,0,1,5,0,59.94,9.99,472.03,-180.33,1617.94,269.66,12856.72,-4950.04,1007360.49,1,5,412.09,11238.79,1.1034,
2021-06-02,TRADED,7,0,5,2,5,2,0,0,2,5,0,55.19,7.88,494.72,-180.16,1493.48,213.35,13519.61,-4964.19,1008853.96,2,5,517.87,14174.35,1.4071,
2021-06-03,TRADED,5,0,3,2,4,1,0,0,1,4,0,264.56,52.91,502.49,-112.79,6987.65,1397.53,13350.20,-3009.40,1015841.62,1,4,237.93,6362.55,0.6307,
2021-06-04,TRADED,4,0,1,3,4,0,0,0,0,4,0,-341.95,-85.49,-66.79,-96.69,-9114.07,-2278.52,-1799.22,-2601.38,1006727.54,0,4,341.95,9114.08,0.8972,
2021-06-05,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1006727.54,0,0,0.00,0.00,0.0000,
2021-06-06,TRADED,17,0,8,9,16,1,0,0,1,16,0,-1155.02,-67.94,48.14,-142.66,-32096.58,-1888.03,1340.89,-3988.89,974630.93,1,12,1155.02,32096.61,3.1882,
2021-06-07,TRADED,9,0,6,3,8,1,0,0,1,8,0,-212.89,-23.65,409.22,-174.60,-5902.62,-655.85,11352.30,-4877.09,968728.30,1,8,622.11,17254.92,1.7704,
2021-06-08,TRADED,1,0,0,1,1,0,0,0,0,1,0,-91.99,-91.99,-91.99,-91.99,-2795.30,-2795.30,-2795.30,-2795.30,965933.00,0,1,91.99,2795.30,0.2886,
2021-06-09,TRADED,5,0,4,1,5,0,0,0,0,5,0,-472.66,-94.53,-76.22,-123.54,-14391.00,-2878.20,-2314.00,-3781.31,951542.00,0,5,472.66,14391.00,1.4899,
2021-06-10,TRADED,5,0,3,2,3,2,0,0,2,3,0,697.12,139.42,488.62,-99.54,19099.03,3819.81,13407.71,-2686.03,970641.05,1,3,238.33,6439.12,0.6673,
2021-06-11,TRADED,13,0,5,8,12,1,0,0,1,12,0,-684.85,-52.68,398.42,-171.98,-18618.97,-1432.23,10756.43,-4684.43,952022.09,1,8,684.85,18618.96,1.9182,
2021-06-12,TRADED,9,0,5,4,7,2,0,0,2,7,0,-412.05,-45.78,163.26,-174.01,-11300.60,-1255.62,4543.63,-4867.74,940721.49,1,3,412.05,11300.60,1.1870,
2021-06-13,TRADED,9,0,5,4,7,2,0,0,2,7,0,242.63,26.96,445.34,-159.10,6808.59,756.51,12454.47,-4496.91,947530.09,1,4,362.73,10157.64,1.0798,
2021-06-14,TRADED,1,0,1,0,0,1,0,0,1,0,0,144.60,144.60,144.60,144.60,3661.64,3661.64,3661.64,3661.64,951191.73,1,0,0.00,0.00,0.0000,
2021-06-15,TRADED,13,0,7,6,10,3,0,0,3,10,0,167.98,12.92,459.66,-189.62,4245.62,326.59,11508.06,-4736.27,955437.34,2,9,778.08,19367.81,2.0118,
2021-06-16,TRADED,8,0,2,6,5,3,0,0,3,5,0,555.31,69.41,514.40,-133.10,13889.45,1736.18,12870.65,-3325.44,969326.79,2,4,379.47,9461.26,0.9795,
2021-06-17,TRADED,6,0,3,3,4,2,0,0,2,4,0,6.99,1.17,239.94,-100.64,140.43,23.41,6133.01,-2582.67,969467.22,1,3,172.17,4435.05,0.4559,
2021-06-18,TRADED,1,0,0,1,0,1,0,0,1,0,0,563.04,563.04,563.04,563.04,14874.73,14874.73,14874.73,14874.73,984341.95,1,0,0.00,0.00,0.0000,
2021-06-19,TRADED,13,0,8,5,12,1,0,0,1,12,0,-703.67,-54.13,241.98,-169.99,-19672.69,-1513.28,6755.66,-4735.80,964669.24,1,10,800.46,22371.95,2.2728,
2021-06-20,TRADED,12,0,2,10,8,4,0,0,4,8,0,518.14,43.18,361.21,-168.00,14435.25,1202.94,10132.73,-4808.57,979104.49,2,5,300.42,8422.40,0.8589,
2021-06-21,TRADED,3,0,2,1,3,0,0,0,0,3,0,-300.81,-100.27,-49.09,-159.63,-8558.66,-2852.89,-1403.53,-4533.85,970545.83,0,3,300.81,8558.66,0.8741,
2021-06-22,TRADED,3,0,3,0,3,0,0,0,0,3,0,-381.36,-127.12,-62.90,-210.07,-11667.18,-3889.06,-1930.88,-6411.67,958878.66,0,3,381.36,11667.17,1.2021,
2021-06-23,TRADED,3,0,2,1,3,0,0,0,0,3,0,-176.08,-58.69,-38.25,-93.54,-5244.47,-1748.16,-1137.65,-2785.51,953634.19,0,3,176.08,5244.47,0.5469,
2021-06-24,TRADED,7,0,0,7,7,0,0,0,0,7,0,-488.71,-69.82,-6.49,-119.58,-14625.53,-2089.36,-194.41,-3557.10,939008.64,0,7,488.71,14625.55,1.5337,
2021-06-25,TRADED,5,0,2,3,3,2,0,0,2,3,0,373.51,74.70,437.61,-135.18,10902.58,2180.52,12761.28,-3943.17,949911.22,1,2,149.67,4351.34,0.4634,
2021-06-26,TRADED,10,0,5,5,8,2,0,0,2,8,0,68.29,6.83,392.24,-144.80,2236.44,223.64,12442.56,-4554.52,952147.66,1,6,258.39,8183.61,0.8560,
2021-06-27,TRADED,6,0,5,1,6,0,0,0,0,6,0,-271.88,-45.31,-0.07,-88.63,-8285.73,-1380.95,-2.24,-2704.79,943861.93,0,6,271.88,8285.73,0.8702,
2021-06-28,TRADED,5,0,3,2,5,0,0,0,0,5,0,-444.05,-88.81,-21.39,-171.85,-12889.66,-2577.93,-625.25,-4959.76,930972.27,0,5,444.05,12889.66,1.3656,
2021-06-29,TRADED,7,0,5,2,5,2,0,0,2,5,0,269.43,38.49,414.89,-166.75,7710.24,1101.46,11971.13,-4859.78,938682.51,2,5,450.79,13085.65,1.4056,
