rank_type,rank,variant,market,instrument,session_date,signal,scope,structure_tag,direction,signal_time,entry_time,entry_price,pivot_level,pivot_time,stop_price,stop_source,target_price,risk_reward,atr_at_signal,order_block_high,order_block_low,order_block_time,quantity,notional,position_risk_amount,slippage_points,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
BEST,1,swing_all,equity,TCS_NS,2026-04-24,SWING_BEARISH_BOS,swing,BOS,SHORT,2026-04-24T09:15:00+05:30,2026-04-24T09:20:00+05:30,2502.199902,2504.0,2026-04-22T12:25:00+05:30,2560.0119,order_block_high,2386.575907,2.0,5.449951,2559.5,2552.899902,2026-04-23T11:05:00+05:30,17,42537.4,986.2,0.2,73,2026-04-24T15:20:00+05:30,2399.099902,SESSION_END,1752.7,50.0,1702.7,4.0028,1.7265
BEST,2,swing_all,equity,ITC_NS,2026-04-29,SWING_BULLISH_CHoCH,swing,CHoCH,LONG,2026-04-29T09:15:00+05:30,2026-04-29T09:20:00+05:30,307.550006,305.600006,2026-04-27T09:50:00+05:30,302.889422,order_block_low,316.871174,2.0,0.639287,303.350006,302.950012,2026-04-27T11:35:00+05:30,205,63047.75,996.42,0.2,36,2026-04-29T12:15:00+05:30,314.199994,SESSION_END,1363.25,50.0,1313.25,2.0829,1.318
BEST,3,swing_all,derivatives,CNXIT,2026-04-07,SWING_BULLISH_BOS,swing,BOS,LONG,2026-04-07T09:25:00+05:30,2026-04-07T09:30:00+05:30,30853.900391,30821.199219,2026-04-06T09:20:00+05:30,30457.256939,order_block_low,31647.187293,2.0,74.510742,30609.050781,30463.349609,2026-04-06T09:40:00+05:30,2,61707.8,803.29,5.0,71,2026-04-07T15:20:00+05:30,31398.400391,SESSION_END,1089.0,50.0,1039.0,1.6837,1.2934
BEST,4,swing_all,commodities,GCF,2026-04-21,SWING_BEARISH_CHoCH,swing,CHoCH,SHORT,2026-04-21T09:15:00-04:00,2026-04-21T09:20:00-04:00,4786.400098,4811.899902,2026-04-20T10:50:00-04:00,4843.068518,order_block_high,4673.063258,2.0,7.192871,4842.100098,4839.399902,2026-04-20T15:10:00-04:00,17,81368.8,966.76,0.2,73,2026-04-21T15:20:00-04:00,4733.599902,SESSION_END,897.6,50.0,847.6,1.0417,0.8767
BEST,5,swing_all,derivatives,CNXFMCG,2026-04-17,SWING_BULLISH_BOS,swing,BOS,LONG,2026-04-17T09:15:00+05:30,2026-04-17T09:20:00+05:30,48797.949219,48495.949219,2026-04-16T09:15:00+05:30,48107.927271,order_block_low,50177.993114,2.0,85.882254,48180.601562,48117.550781,2026-04-16T10:05:00+05:30,1,48797.95,695.02,5.0,73,2026-04-17T15:20:00+05:30,49660.199219,SESSION_END,862.25,50.0,812.25,1.6645,1.1687
BEST,6,swing_all,equity,ICICIBANK_NS,2026-04-13,SWING_BULLISH_BOS,swing,BOS,LONG,2026-04-13T11:35:00+05:30,2026-04-13T11:40:00+05:30,1325.100024,1323.599976,2026-04-10T10:25:00+05:30,1299.040189,order_block_low,1377.219696,2.0,2.371434,1303.099976,1299.300049,2026-04-13T09:25:00+05:30,38,50353.8,997.87,0.2,45,2026-04-13T15:20:00+05:30,1347.3,SESSION_END,843.6,50.0,793.6,1.576,0.7953
BEST,7,swing_all,derivatives,NSEI,2026-04-24,SWING_BEARISH_BOS,swing,BOS,SHORT,2026-04-24T09:15:00+05:30,2026-04-24T09:20:00+05:30,24116.150391,24138.849609,2026-04-23T09:15:00+05:30,24314.762371,order_block_high,23718.92643,2.0,27.882254,24309.900391,24281.800781,2026-04-23T10:05:00+05:30,4,96464.6,814.45,5.0,73,2026-04-24T15:20:00+05:30,23915.900391,SESSION_END,801.0,50.0,751.0,0.7785,0.9221
BEST,8,swing_all,equity,INFY_NS,2026-04-07,SWING_BULLISH_CHoCH,swing,CHoCH,LONG,2026-04-07T10:00:00+05:30,2026-04-07T10:05:00+05:30,1321.2,1320.0,2026-04-06T09:20:00+05:30,1299.74,order_block_low,1364.12,2.0,5.285723,1306.900024,1300.0,2026-04-07T09:20:00+05:30,46,60775.2,996.36,0.2,64,2026-04-07T15:20:00+05:30,1338.499951,SESSION_END,795.8,50.0,745.8,1.2271,0.7485
BEST,9,swing_all,equity,TCS_NS,2026-04-21,SWING_BULLISH_BOS,swing,BOS,LONG,2026-04-21T10:05:00+05:30,2026-04-21T10:10:00+05:30,2591.000049,2588.899902,2026-04-17T09:20:00+05:30,2562.4874,order_block_low,2648.025346,2.0,6.471418,2569.800049,2563.0,2026-04-17T09:40:00+05:30,34,88094.0,976.23,0.2,63,2026-04-21T15:20:00+05:30,2611.600049,SESSION_END,700.4,50.0,650.4,0.7383,0.6662
BEST,10,swing_all,equity,ICICIBANK_NS,2026-04-24,SWING_BEARISH_BOS,swing,BOS,SHORT,2026-04-24T09:15:00+05:30,2026-04-24T09:20:00+05:30,1338.399976,1343.599976,2026-04-23T09:25:00+05:30,1353.570709,order_block_high,1308.058509,2.0,2.828561,1353.300049,1351.5,2026-04-23T10:00:00+05:30,65,86996.0,999.1,0.2,73,2026-04-24T15:20:00+05:30,1327.7,SESSION_END,695.5,50.0,645.5,0.742,0.6461
WORST,1,swing_all,equity,HDFCBANK_NS,2026-04-16,SWING_BULLISH_BOS,swing,BOS,LONG,2026-04-16T09:15:00+05:30,2026-04-16T09:20:00+05:30,817.900012,814.799988,2026-04-15T10:25:00+05:30,806.3387,order_block_low,841.022637,2.0,1.860705,808.450012,806.5,2026-04-15T11:25:00+05:30,85,69521.5,999.71,0.2,29,2026-04-16T11:40:00+05:30,806.1387,STOP_LOSS,-999.71,50.0,-1049.71,-1.5099,-1.05
WORST,2,swing_all,equity,INFY_NS,2026-04-07,SWING_BEARISH_BOS,swing,BOS,SHORT,2026-04-07T09:15:00+05:30,2026-04-07T09:20:00+05:30,1300.600049,1302.699951,2026-04-06T09:40:00+05:30,1315.263,order_block_high,1271.274146,2.0,2.757159,1315.0,1309.800049,2026-04-06T12:20:00+05:30,67,87140.2,995.82,0.2,3,2026-04-07T09:30:00+05:30,1315.463,STOP_LOSS,-995.82,50.0,-1045.82,-1.2002,-1.0502
WORST,3,swing_all,equity,HDFCBANK_NS,2026-04-28,SWING_BULLISH_CHoCH,swing,CHoCH,LONG,2026-04-28T10:00:00+05:30,2026-04-28T10:05:00+05:30,793.400012,792.799988,2026-04-27T09:15:00+05:30,785.09295,order_block_low,810.014137,2.0,1.635725,787.400024,785.25,2026-04-27T11:25:00+05:30,117,92827.8,995.33,0.2,43,2026-04-28T13:35:00+05:30,784.89295,STOP_LOSS,-995.33,50.0,-1045.33,-1.1261,-1.0502
WORST,4,swing_all,equity,INFY_NS,2026-04-21,SWING_BEARISH_CHoCH,swing,CHoCH,SHORT,2026-04-21T09:15:00+05:30,2026-04-21T09:20:00+05:30,1302.200024,1306.900024,2026-04-17T09:15:00+05:30,1323.064609,order_block_high,1260.470856,2.0,3.400007,1322.800049,1319.599976,2026-04-17T09:25:00+05:30,47,61203.4,990.04,0.2,32,2026-04-21T11:55:00+05:30,1323.264609,STOP_LOSS,-990.04,50.0,-1040.04,-1.6993,-1.0505
WORST,5,swing_all,equity,HDFCBANK_NS,2026-04-02,SWING_BEARISH_BOS,swing,BOS,SHORT,2026-04-02T09:15:00+05:30,2026-04-02T09:20:00+05:30,727.700024,739.299988,2026-04-01T11:05:00+05:30,750.450048,order_block_high,682.199978,2.0,2.807146,750.299988,747.950012,2026-04-01T14:25:00+05:30,43,31291.1,986.85,0.2,70,2026-04-02T15:05:00+05:30,750.650048,STOP_LOSS,-986.85,50.0,-1036.85,-3.3136,-1.0507
WORST,6,swing_all,commodities,GCF,2026-04-07,SWING_BEARISH_BOS,swing,BOS,SHORT,2026-04-07T09:40:00-04:00,2026-04-07T09:45:00-04:00,4663.8,4668.600098,2026-04-02T12:20:00-04:00,4724.9448,order_block_high,4541.5104,2.0,7.642857,4724.0,4705.0,2026-04-06T10:35:00-04:00,16,74620.8,981.52,0.2,68,2026-04-07T15:20:00-04:00,4725.1448,STOP_LOSS,-981.52,50.0,-1031.52,-1.3823,-1.0509
WORST,7,swing_all,equity,BHARTIARTL_NS,2026-04-13,SWING_BEARISH_CHoCH,swing,CHoCH,SHORT,2026-04-13T09:15:00+05:30,2026-04-13T09:20:00+05:30,1847.8,1846.300049,2026-04-09T10:45:00+05:30,1874.774904,order_block_high,1793.850191,2.0,5.235744,1874.400024,1870.0,2026-04-10T09:35:00+05:30,36,66520.8,978.3,0.2,30,2026-04-13T11:45:00+05:30,1874.974904,STOP_LOSS,-978.3,50.0,-1028.3,-1.5458,-1.0511
WORST,8,swing_all,equity,LT_NS,2026-04-13,SWING_BEARISH_CHoCH,swing,CHoCH,SHORT,2026-04-13T09:15:00+05:30,2026-04-13T09:20:00+05:30,3848.8,3886.0,2026-04-09T13:45:00+05:30,3965.793,order_block_high,3614.814,2.0,16.342843,3965.0,3959.899902,2026-04-10T13:55:00+05:30,8,30790.4,937.54,0.2,51,2026-04-13T13:30:00+05:30,3965.993,STOP_LOSS,-937.54,50.0,-987.54,-3.2073,-1.0533
WORST,9,swing_all,derivatives,NSEI,2026-04-16,SWING_BULLISH_BOS,swing,BOS,LONG,2026-04-16T09:15:00+05:30,2026-04-16T09:20:00+05:30,24395.800781,24273.150391,2026-04-15T10:30:00+05:30,24169.6651,order_block_low,24848.072144,2.0,28.814593,24207.5,24174.5,2026-04-15T11:15:00+05:30,4,97583.2,924.54,5.0,33,2026-04-16T12:00:00+05:30,24164.6651,STOP_LOSS,-924.54,50.0,-974.54,-0.9987,-1.0541
WORST,10,swing_all,commodities,HGF,2026-04-17,SWING_BULLISH_CHoCH,swing,CHoCH,LONG,2026-04-17T09:50:00-04:00,2026-04-17T09:55:00-04:00,6.3065,6.099,2026-04-16T09:25:00-04:00,6.051289,order_block_low,6.816922,2.0,0.015143,6.0595,6.0525,2026-04-16T15:20:00-04:00,2196,13849.07,999.64,0.2,66,2026-04-17T15:20:00-04:00,5.889,SESSION_END,-916.83,50.0,-966.83,-6.9812,-0.9672
