trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
1,2026-03-30T13:00:00-04:00,2026-03-30,commodities,HGF,-1031.75,98968.25,-1031.75,-1.0317
2,2026-03-30T13:10:00-04:00,2026-03-30,commodities,GCF,-592.03,98376.22,-1623.78,-1.6238
3,2026-03-30T13:30:00-04:00,2026-03-30,commodities,SIF,-1049.41,97326.81,-2673.19,-2.6732
4,2026-03-30T14:20:00-04:00,2026-03-30,commodities,CLF,-538.52,96788.29,-3211.71,-3.2117
5,2026-03-30T15:05:00-04:00,2026-03-30,commodities,CLF,-1049.08,95739.21,-4260.79,-4.2608
6,2026-03-30T15:20:00-04:00,2026-03-30,commodities,GCF,132.6,95871.81,-4128.19,-4.1282
7,2026-03-30T15:20:00-04:00,2026-03-30,commodities,HGF,-964.76,94907.05,-5092.95,-5.0929
8,2026-03-30T15:20:00-04:00,2026-03-30,commodities,NGF,-992.73,93914.32,-6085.68,-6.0857
9,2026-03-30T15:20:00-04:00,2026-03-30,commodities,SIF,13.25,93927.57,-6072.43,-6.0724
10,2026-03-31T10:50:00-04:00,2026-03-31,commodities,CLF,-1048.3,92879.27,-7120.73,-7.1207
11,2026-03-31T12:35:00-04:00,2026-03-31,commodities,CLF,-1049.84,91829.43,-8170.57,-8.1706
12,2026-03-31T12:40:00-04:00,2026-03-31,commodities,NGF,-1049.53,90779.9,-9220.1,-9.2201
13,2026-03-31T15:20:00-04:00,2026-03-31,commodities,GCF,869.0,91648.9,-8351.1,-8.3511
14,2026-03-31T15:20:00-04:00,2026-03-31,commodities,HGF,-723.52,90925.38,-9074.62,-9.0746
15,2026-03-31T15:20:00-04:00,2026-03-31,commodities,NGF,-974.26,89951.12,-10048.88,-10.0489
16,2026-03-31T15:20:00-04:00,2026-03-31,commodities,SIF,396.25,90347.37,-9652.63,-9.6526
17,2026-04-01T09:45:00-04:00,2026-04-01,commodities,SIF,-1049.36,89298.01,-10701.99,-10.702
18,2026-04-01T11:25:00+05:30,2026-04-01,derivatives,NSEBANK,22.55,89320.56,-10679.44,-10.6794
19,2026-04-01T11:25:00-04:00,2026-04-01,commodities,CLF,-42.32,89278.24,-10721.76,-10.7218
20,2026-04-01T11:25:00-04:00,2026-04-01,commodities,NGF,-915.46,88362.78,-11637.22,-11.6372
21,2026-04-01T11:30:00+05:30,2026-04-01,equity,HDFCBANK_NS,-693.2,87669.58,-12330.42,-12.3304
22,2026-04-01T11:30:00+05:30,2026-04-01,equity,SBIN_NS,-203.45,87466.13,-12533.87,-12.5339
23,2026-04-01T11:45:00+05:30,2026-04-01,equity,ICICIBANK_NS,-279.6,87186.53,-12813.47,-12.8135
24,2026-04-01T12:05:00+05:30,2026-04-01,equity,ITC_NS,-747.2,86439.33,-13560.67,-13.5607
25,2026-04-01T12:05:00+05:30,2026-04-01,equity,LT_NS,-779.74,85659.59,-14340.41,-14.3404
26,2026-04-01T12:05:00+05:30,2026-04-01,equity,SBIN_NS,1306.24,86965.83,-13034.17,-13.0342
27,2026-04-01T12:10:00+05:30,2026-04-01,derivatives,CNXAUTO,85.8,87051.63,-12948.37,-12.9484
28,2026-04-01T12:10:00+05:30,2026-04-01,derivatives,CNXFMCG,-357.0,86694.63,-13305.37,-13.3054
29,2026-04-01T12:35:00-04:00,2026-04-01,commodities,NGF,-1049.65,85644.98,-14355.02,-14.355
30,2026-04-01T12:45:00+05:30,2026-04-01,derivatives,NSEBANK,360.55,86005.53,-13994.47,-13.9945
31,2026-04-01T12:50:00+05:30,2026-04-01,derivatives,NSEI,-375.4,85630.13,-14369.87,-14.3699
32,2026-04-01T13:20:00+05:30,2026-04-01,derivatives,NSEI,-315.85,85314.28,-14685.72,-14.6857
33,2026-04-01T13:30:00+05:30,2026-04-01,equity,INFY_NS,1068.06,86382.34,-13617.66,-13.6177
34,2026-04-01T13:40:00+05:30,2026-04-01,derivatives,CNXFMCG,-607.09,85775.25,-14224.75,-14.2247
35,2026-04-01T13:40:00+05:30,2026-04-01,equity,BHARTIARTL_NS,748.81,86524.06,-13475.94,-13.4759
36,2026-04-01T13:40:00+05:30,2026-04-01,equity,ICICIBANK_NS,-628.56,85895.5,-14104.5,-14.1045
37,2026-04-01T13:40:00+05:30,2026-04-01,equity,ITC_NS,-851.82,85043.68,-14956.32,-14.9563
38,2026-04-01T13:40:00+05:30,2026-04-01,equity,LT_NS,-885.08,84158.6,-15841.4,-15.8414
39,2026-04-01T13:45:00+05:30,2026-04-01,derivatives,CNXAUTO,-342.0,83816.6,-16183.4,-16.1834
40,2026-04-01T13:50:00-04:00,2026-04-01,commodities,CLF,-1049.16,82767.44,-17232.56,-17.2326
41,2026-04-01T14:00:00-04:00,2026-04-01,commodities,GCF,424.0,83191.44,-16808.56,-16.8086
42,2026-04-01T14:00:00-04:00,2026-04-01,commodities,HGF,-930.85,82260.59,-17739.41,-17.7394
43,2026-04-01T14:15:00-04:00,2026-04-01,commodities,SIF,-1049.73,81210.86,-18789.14,-18.7891
44,2026-04-01T14:35:00+05:30,2026-04-01,equity,TCS_NS,1203.81,82414.67,-17585.33,-17.5853
45,2026-04-01T14:40:00+05:30,2026-04-01,equity,HDFCBANK_NS,-262.8,82151.87,-17848.13,-17.8481
46,2026-04-01T15:00:00+05:30,2026-04-01,derivatives,CNXFMCG,-512.55,81639.32,-18360.68,-18.3607
47,2026-04-01T15:15:00+05:30,2026-04-01,equity,INFY_NS,-483.34,81155.98,-18844.02,-18.844
48,2026-04-01T15:20:00+05:30,2026-04-01,derivatives,CNXAUTO,257.8,81413.78,-18586.22,-18.5862
49,2026-04-01T15:20:00+05:30,2026-04-01,derivatives,CNXIT,598.3,82012.08,-17987.92,-17.9879
50,2026-04-01T15:20:00+05:30,2026-04-01,derivatives,NSEBANK,-97.2,81914.88,-18085.12,-18.0851
51,2026-04-01T15:20:00+05:30,2026-04-01,derivatives,NSEI,-260.4,81654.48,-18345.52,-18.3455
52,2026-04-01T15:20:00+05:30,2026-04-01,equity,BHARTIARTL_NS,-363.6,81290.88,-18709.12,-18.7091
53,2026-04-01T15:20:00+05:30,2026-04-01,equity,HDFCBANK_NS,204.6,81495.48,-18504.52,-18.5045
54,2026-04-01T15:20:00+05:30,2026-04-01,equity,ITC_NS,-238.65,81256.83,-18743.17,-18.7432
55,2026-04-01T15:20:00+05:30,2026-04-01,equity,KOTAKBANK_NS,-127.2,81129.63,-18870.37,-18.8704
56,2026-04-01T15:20:00+05:30,2026-04-01,equity,LT_NS,-149.9,80979.73,-19020.27,-19.0203
57,2026-04-01T15:20:00+05:30,2026-04-01,equity,RELIANCE_NS,-93.2,80886.53,-19113.47,-19.1135
58,2026-04-01T15:20:00+05:30,2026-04-01,equity,RELIANCE_NS,-179.59,80706.94,-19293.06,-19.2931
59,2026-04-01T15:20:00-04:00,2026-04-01,commodities,GCF,210.0,80916.94,-19083.06,-19.0831
60,2026-04-01T15:20:00-04:00,2026-04-01,commodities,HGF,-966.6,79950.34,-20049.66,-20.0497
61,2026-04-01T15:20:00-04:00,2026-04-01,commodities,NGF,-980.57,78969.77,-21030.23,-21.0302
62,2026-04-02T09:40:00+05:30,2026-04-02,equity,TCS_NS,-963.58,78006.19,-21993.81,-21.9938
63,2026-04-02T10:15:00+05:30,2026-04-02,equity,ITC_NS,-332.45,77673.74,-22326.26,-22.3263
64,2026-04-02T10:35:00+05:30,2026-04-02,derivatives,CNXFMCG,-264.3,77409.44,-22590.56,-22.5906
65,2026-04-02T10:35:00-04:00,2026-04-02,commodities,NGF,-1043.74,76365.7,-23634.3,-23.6343
66,2026-04-02T11:00:00+05:30,2026-04-02,derivatives,CNXIT,-796.85,75568.85,-24431.15,-24.4311
67,2026-04-02T11:20:00+05:30,2026-04-02,equity,LT_NS,-35.6,75533.25,-24466.75,-24.4668
68,2026-04-02T11:35:00+05:30,2026-04-02,derivatives,CNXFMCG,-232.8,75300.45,-24699.55,-24.6996
69,2026-04-02T11:40:00+05:30,2026-04-02,equity,SBIN_NS,-82.9,75217.55,-24782.45,-24.7824
70,2026-04-02T11:55:00+05:30,2026-04-02,derivatives,CNXAUTO,-93.05,75124.5,-24875.5,-24.8755
71,2026-04-02T12:00:00+05:30,2026-04-02,derivatives,NSEBANK,-458.7,74665.8,-25334.2,-25.3342
72,2026-04-02T12:00:00+05:30,2026-04-02,derivatives,NSEI,-172.4,74493.4,-25506.6,-25.5066
73,2026-04-02T12:00:00+05:30,2026-04-02,equity,KOTAKBANK_NS,-269.3,74224.1,-25775.9,-25.7759
74,2026-04-02T12:05:00+05:30,2026-04-02,derivatives,NSEBANK,-197.42,74026.68,-25973.32,-25.9733
75,2026-04-02T12:05:00+05:30,2026-04-02,equity,RELIANCE_NS,327.3,74353.98,-25646.02,-25.646
76,2026-04-02T12:30:00+05:30,2026-04-02,derivatives,CNXFMCG,-219.2,74134.78,-25865.22,-25.8652
77,2026-04-02T12:35:00+05:30,2026-04-02,equity,ITC_NS,849.71,74984.49,-25015.51,-25.0155
78,2026-04-02T12:35:00+05:30,2026-04-02,equity,LT_NS,873.73,75858.22,-24141.78,-24.1418
79,2026-04-02T12:35:00+05:30,2026-04-02,equity,SBIN_NS,635.95,76494.17,-23505.83,-23.5058
80,2026-04-02T12:45:00-04:00,2026-04-02,commodities,SIF,-513.43,75980.74,-24019.26,-24.0193
81,2026-04-02T12:55:00-04:00,2026-04-02,commodities,CLF,-254.48,75726.26,-24273.74,-24.2737
82,2026-04-02T13:10:00+05:30,2026-04-02,equity,INFY_NS,-702.1,75024.16,-24975.84,-24.9758
83,2026-04-02T13:25:00+05:30,2026-04-02,derivatives,CNXAUTO,860.9,75885.06,-24114.94,-24.1149
84,2026-04-02T13:25:00+05:30,2026-04-02,derivatives,CNXFMCG,635.36,76520.42,-23479.58,-23.4796
