variant,market,instrument,session_date,signal,scope,structure_tag,direction,signal_time,entry_time,entry_price,pivot_level,pivot_time,stop_price,stop_source,target_price,risk_reward,atr_at_signal,order_block_high,order_block_low,order_block_time,quantity,notional,position_risk_amount,slippage_points,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
swing_all,commodities,CLF,2026-04-02,SWING_BULLISH_BOS,swing,BOS,LONG,2026-04-02T09:15:00-04:00,2026-04-02T09:20:00-04:00,113.299998,105.040001,2026-03-31T12:35:00-04:00,98.210357,order_block_low,143.479281,2.0,1.265,99.260002,98.230003,2026-04-01T10:30:00-04:00,65,7364.5,993.83,0.2,73,2026-04-02T15:20:00-04:00,111.12,SESSION_END,-141.7,50.0,-191.7,-2.603,-0.1929
swing_all,commodities,CLF,2026-04-06,SWING_BULLISH_BOS,swing,BOS,LONG,2026-04-06T13:15:00-04:00,2026-04-06T13:20:00-04:00,113.890002,113.610001,2026-04-02T09:20:00-04:00,108.348329,order_block_low,124.97335,2.0,0.470715,109.389999,108.370003,2026-04-02T11:10:00-04:00,174,19816.86,999.05,0.2,25,2026-04-06T15:20:00-04:00,112.710004,SESSION_END,-205.32,50.0,-255.32,-1.2884,-0.2556
swing_all,commodities,CLF,2026-04-08,SWING_BEARISH_CHoCH,swing,CHoCH,SHORT,2026-04-08T09:15:00-04:00,2026-04-08T09:20:00-04:00,92.219998,106.620003,2026-04-02T10:35:00-04:00,117.653523,order_block_high,41.352948,2.0,2.308572,117.629997,117.169998,2026-04-07T11:10:00-04:00,39,3596.58,999.71,0.2,73,2026-04-08T15:20:00-04:00,96.869998,SESSION_END,-181.35,50.0,-231.35,-6.4325,-0.2314
swing_all,commodities,CLF,2026-04-13,SWING_BULLISH_CHoCH,swing,CHoCH,LONG,2026-04-13T09:15:00-04:00,2026-04-13T09:20:00-04:00,103.780002,102.699997,2026-04-09T10:35:00-04:00,95.23095,order_block_low,120.878105,2.0,0.981428,96.169998,95.25,2026-04-09T13:35:00-04:00,114,11830.92,997.39,0.2,73,2026-04-13T15:20:00-04:00,97.460004,SESSION_END,-720.48,50.0,-770.48,-6.5124,-0.7725
swing_all,commodities,CLF,2026-04-14,SWING_BEARISH_CHoCH,swing,CHoCH,SHORT,2026-04-14T09:40:00-04:00,2026-04-14T09:45:00-04:00,95.020001,95.25,2026-04-09T13:35:00-04:00,103.83076,order_block_high,77.398485,2.0,0.585001,103.809998,103.370003,2026-04-13T09:15:00-04:00,110,10452.2,991.18,0.2,68,2026-04-14T15:20:00-04:00,91.899997,SESSION_END,343.2,50.0,293.2,2.8052,0.2958
swing_all,commodities,CLF,2026-04-16,SWING_BEARISH_BOS,swing,BOS,SHORT,2026-04-16T09:15:00-04:00,2026-04-16T09:20:00-04:00,88.960004,90.400002,2026-04-15T09:35:00-04:00,92.938582,order_block_high,81.002847,2.0,0.352142,92.919998,92.559998,2026-04-15T11:30:00-04:00,239,21261.44,998.68,0.2,73,2026-04-16T15:20:00-04:00,90.589999,SESSION_END,-389.57,50.0,-439.57,-2.0674,-0.4401
swing_all,commodities,CLF,2026-04-17,SWING_BEARISH_BOS,swing,BOS,SHORT,2026-04-17T09:15:00-04:00,2026-04-17T09:20:00-04:00,81.109998,88.790001,2026-04-16T09:25:00-04:00,91.838364,order_block_high,59.653265,2.0,0.879285,91.82,91.480003,2026-04-16T13:55:00-04:00,91,7381.01,994.48,0.2,73,2026-04-17T15:20:00-04:00,83.430003,SESSION_END,-211.12,50.0,-261.12,-3.5377,-0.2626
swing_all,commodities,CLF,2026-04-22,SWING_BULLISH_CHoCH,swing,CHoCH,LONG,2026-04-22T10:40:00-04:00,2026-04-22T10:45:00-04:00,92.180003,91.82,2026-04-16T13:55:00-04:00,79.094179,order_block_low,118.351653,2.0,0.44,79.650002,79.110001,2026-04-17T10:45:00-04:00,75,6913.5,996.44,0.2,56,2026-04-22T15:20:00-04:00,92.530003,SESSION_END,26.25,50.0,-23.75,-0.3435,-0.0238
swing_all,commodities,CLF,2026-04-28,SWING_BULLISH_BOS,swing,BOS,LONG,2026-04-28T09:15:00-04:00,2026-04-28T09:20:00-04:00,100.289996,98.389999,2026-04-23T13:45:00-04:00,92.73145,order_block_low,115.407089,2.0,0.499285,93.459999,92.75,2026-04-24T13:50:00-04:00,128,12837.12,993.09,0.2,73,2026-04-28T15:20:00-04:00,99.710004,SESSION_END,-74.24,50.0,-124.24,-0.9678,-0.1251
swing_all,commodities,GCF,2026-04-07,SWING_BEARISH_BOS,swing,BOS,SHORT,2026-04-07T09:40:00-04:00,2026-04-07T09:45:00-04:00,4663.8,4668.600098,2026-04-02T12:20:00-04:00,4724.9448,order_block_high,4541.5104,2.0,7.642857,4724.0,4705.0,2026-04-06T10:35:00-04:00,16,74620.8,981.52,0.2,68,2026-04-07T15:20:00-04:00,4725.1448,STOP_LOSS,-981.52,50.0,-1031.52,-1.3823,-1.0509
