trade_id,report_date,entry_date,exit_date,signal_timestamp,entry_timestamp,direction,entry_price_points,entry_ma,initial_stop_points,initial_risk_points,target_price_points,entry_gap_pct,exit_candle_timestamp,exit_timestamp,exit_price_points,exit_reason,exit_ma,points_pnl,quantity_btc,entry_notional_usd,exit_notional_usd,gross_pnl_usd,trade_return_pct,cumulative_pnl_usd,equity_after_trade,holding_days,remarks
T00001,2025-05-15,2025-05-15,2025-05-15,2025-05-15 00:00:00+00:00,2025-05-15 00:30:00+00:00,LONG,103788.54,103612.77,103612.77,175.77,104491.63,0.1696,2025-05-15 01:00:00+00:00,2025-05-15 01:30:00+00:00,103611.10,stop_loss_ma_touch,103611.10,-177.44,9.63497511,1000000.00,998290.40,-1709.60,-0.1710,-1709.60,998290.40,0,
T00002,2025-05-15,2025-05-15,2025-05-15,2025-05-15 01:00:00+00:00,2025-05-15 01:30:00+00:00,SHORT,103500.02,103602.61,103602.61,102.59,103089.67,0.0990,2025-05-15 01:30:00+00:00,2025-05-15 02:00:00+00:00,103089.67,target_hit_rr,103602.61,410.35,9.66183388,1000000.00,996035.31,3964.69,0.3965,2255.08,1002255.08,0,Fixed 4R target hit.
T00003,2025-05-15,2025-05-15,2025-05-15,2025-05-15 02:30:00+00:00,2025-05-15 03:00:00+00:00,SHORT,103068.27,103563.50,103563.50,495.23,101087.35,0.4782,2025-05-15 15:30:00+00:00,2025-05-15 16:00:00+00:00,102860.57,stop_loss_ma_touch,102860.57,207.70,9.70230702,1000000.00,997984.83,2015.17,0.2015,4270.25,1004270.25,0,
T00004,2025-05-15,2025-05-15,2025-05-15,2025-05-15 15:30:00+00:00,2025-05-15 16:00:00+00:00,LONG,103286.86,102855.36,102855.36,431.50,105012.86,0.4195,2025-05-15 18:30:00+00:00,2025-05-15 19:00:00+00:00,102902.17,stop_loss_ma_touch,102902.17,-384.69,9.68177365,1000000.00,996275.55,-3724.45,-0.3724,545.81,1000545.81,0,
T00005,2025-05-15,2025-05-15,2025-05-15,2025-05-15 18:30:00+00:00,2025-05-15 19:00:00+00:00,SHORT,102712.37,102884.90,102884.90,172.53,102022.26,0.1677,2025-05-15 19:00:00+00:00,2025-05-15 19:30:00+00:00,102884.90,stop_loss_ma_touch,102884.90,-172.53,9.73592567,1000000.00,1001679.72,-1679.72,-0.1680,-1133.91,998866.09,0,
T00006,2025-05-15,2025-05-15,2025-05-15,2025-05-15 19:00:00+00:00,2025-05-15 19:30:00+00:00,SHORT,102824.45,102869.80,102869.80,45.35,102643.07,0.0441,2025-05-15 19:30:00+00:00,2025-05-15 20:00:00+00:00,102869.80,stop_loss_ma_touch,102869.80,-45.35,9.72531339,1000000.00,1000441.00,-441.00,-0.0441,-1574.91,998425.09,0,
T00007,2025-05-15,2025-05-15,2025-05-15,2025-05-15 19:30:00+00:00,2025-05-15 20:00:00+00:00,LONG,103179.60,102867.25,102867.25,312.35,104429.02,0.3036,2025-05-15 21:00:00+00:00,2025-05-15 21:30:00+00:00,102862.36,stop_loss_ma_touch,102862.36,-317.24,9.69183831,1000000.00,996925.35,-3074.65,-0.3075,-4649.56,995350.44,0,
T00008,2025-05-15,2025-05-15,2025-05-15,2025-05-15 21:00:00+00:00,2025-05-15 21:30:00+00:00,LONG,103074.03,102852.26,102852.26,221.77,103961.11,0.2156,2025-05-15 21:30:00+00:00,2025-05-15 22:00:00+00:00,102852.26,stop_loss_ma_touch,102852.26,-221.77,9.70176484,1000000.00,997848.45,-2151.55,-0.2152,-6801.12,993198.88,0,
T00009,2025-05-16,2025-05-15,2025-05-16,2025-05-15 21:30:00+00:00,2025-05-15 22:00:00+00:00,LONG,103323.25,102845.12,102845.12,478.13,105235.77,0.4649,2025-05-16 08:00:00+00:00,2025-05-16 08:30:00+00:00,103240.07,stop_loss_ma_touch,103240.07,-83.18,9.67836378,1000000.00,999194.99,-805.01,-0.0805,-7606.13,992393.87,1,
T00010,2025-05-16,2025-05-16,2025-05-16,2025-05-16 08:00:00+00:00,2025-05-16 08:30:00+00:00,LONG,103292.31,103265.34,103265.34,26.97,103400.19,0.0261,2025-05-16 08:30:00+00:00,2025-05-16 09:00:00+00:00,103265.34,stop_loss_ma_touch,103265.34,-26.97,9.68126282,1000000.00,999738.89,-261.11,-0.0261,-7867.23,992132.77,0,
T00011,2025-05-16,2025-05-16,2025-05-16,2025-05-16 08:30:00+00:00,2025-05-16 09:00:00+00:00,LONG,103427.69,103289.09,103289.09,138.60,103982.10,0.1342,2025-05-16 13:00:00+00:00,2025-05-16 13:30:00+00:00,103544.05,stop_loss_ma_touch,103544.05,116.36,9.66859068,1000000.00,1001125.00,1125.00,0.1125,-6742.23,993257.77,0,
T00012,2025-05-16,2025-05-16,2025-05-16,2025-05-16 13:00:00+00:00,2025-05-16 13:30:00+00:00,SHORT,103547.15,103563.91,103563.91,16.76,103480.11,0.0162,2025-05-16 13:30:00+00:00,2025-05-16 14:00:00+00:00,103563.91,stop_loss_ma_touch,103563.91,-16.76,9.65743625,1000000.00,1000161.86,-161.86,-0.0162,-6904.09,993095.91,0,
T00013,2025-05-16,2025-05-16,2025-05-16,2025-05-16 13:30:00+00:00,2025-05-16 14:00:00+00:00,LONG,104048.99,103603.02,103603.02,445.97,105832.88,0.4305,2025-05-16 14:00:00+00:00,2025-05-16 14:30:00+00:00,103603.02,stop_loss_ma_touch,103603.02,-445.97,9.61085735,1000000.00,995713.83,-4286.17,-0.4286,-11190.27,988809.73,0,
T00014,2025-05-16,2025-05-16,2025-05-16,2025-05-16 14:00:00+00:00,2025-05-16 14:30:00+00:00,LONG,103864.36,103640.58,103640.58,223.78,104759.49,0.2159,2025-05-16 14:30:00+00:00,2025-05-16 15:00:00+00:00,103640.58,stop_loss_ma_touch,103640.58,-223.78,9.62794167,1000000.00,997845.44,-2154.56,-0.2155,-13344.83,986655.17,0,
T00015,2025-05-16,2025-05-16,2025-05-16,2025-05-16 14:30:00+00:00,2025-05-16 15:00:00+00:00,SHORT,103619.05,103674.34,103674.34,55.29,103397.89,0.0533,2025-05-16 15:00:00+00:00,2025-05-16 15:30:00+00:00,103674.34,stop_loss_ma_touch,103674.34,-55.29,9.65073507,1000000.00,1000533.58,-533.58,-0.0534,-13878.41,986121.59,0,
