date,status,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_trades,losing_trades,break_even_trades,total_points,average_points,max_profit_points,max_loss_points,total_pnl_usd,average_pnl_usd,max_profit_usd,max_loss_usd,ending_equity,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct,remarks
2025-05-15,TRADED,8,0,4,4,7,1,0,0,2,6,0,-700.97,-87.62,410.35,-384.69,-6801.11,-850.14,3964.69,-3724.45,993198.88,2,5,1141.58,11071.37,1.1024,
2025-05-16,TRADED,12,0,8,4,11,1,0,0,2,10,0,-853.40,-71.12,718.52,-445.97,-8196.96,-683.08,6916.65,-4286.17,985001.93,1,4,859.61,8255.84,0.8312,
2025-05-17,TRADED,11,0,3,8,9,2,0,0,2,9,0,-151.06,-13.73,649.03,-398.02,-1502.47,-136.59,6272.19,-3852.95,983499.45,1,6,777.92,7544.41,0.7613,
2025-05-18,TRADED,10,0,6,4,8,2,0,0,2,8,0,2002.61,200.26,1941.87,-102.09,19296.62,1929.66,18701.14,-980.54,1002796.06,2,5,270.82,2622.88,0.2667,
2025-05-19,TRADED,3,0,2,1,1,2,0,0,2,1,0,1750.47,583.49,1102.18,-442.08,16809.27,5603.09,10575.45,-4213.66,1019605.32,2,1,442.08,4213.66,0.4202,
2025-05-20,TRADED,10,0,4,6,9,1,0,0,1,9,0,-1767.01,-176.70,79.09,-555.90,-16792.59,-1679.26,751.97,-5301.77,1002812.73,1,6,1767.01,16792.59,1.6470,
