trade_id,report_date,entry_date,exit_date,signal_timestamp,entry_timestamp,direction,entry_price_points,entry_ma,initial_stop_points,initial_risk_points,target_price_points,entry_gap_pct,exit_candle_timestamp,exit_timestamp,exit_price_points,exit_reason,exit_ma,points_pnl,quantity_btc,entry_notional_usd,exit_notional_usd,gross_pnl_usd,trade_return_pct,cumulative_pnl_usd,equity_after_trade,holding_days,remarks
T00001,2025-05-15,2025-05-15,2025-05-15,2025-05-15 00:00:00+00:00,2025-05-15 01:00:00+00:00,LONG,103831.66,103626.17,103626.17,205.49,104448.13,0.1983,2025-05-15 01:00:00+00:00,2025-05-15 02:00:00+00:00,103626.17,stop_loss_ma_touch,103626.17,-205.49,9.63097383,1000000.00,998020.92,-1979.08,-0.1979,-1979.08,998020.92,0,
T00002,2025-05-15,2025-05-15,2025-05-15,2025-05-15 02:00:00+00:00,2025-05-15 03:00:00+00:00,SHORT,103068.27,103571.46,103571.46,503.19,101558.69,0.4858,2025-05-15 09:00:00+00:00,2025-05-15 10:00:00+00:00,101558.69,target_hit_rr,103259.37,1509.58,9.70230702,1000000.00,985353.55,14646.45,1.4646,12667.37,1012667.37,0,Fixed 3R target hit.
T00003,2025-05-15,2025-05-15,2025-05-15,2025-05-15 12:00:00+00:00,2025-05-15 13:00:00+00:00,SHORT,102585.25,102988.48,102988.48,403.23,101375.56,0.3915,2025-05-15 15:00:00+00:00,2025-05-15 16:00:00+00:00,102859.03,stop_loss_ma_touch,102859.03,-273.78,9.74799009,1000000.00,1002668.80,-2668.80,-0.2669,9998.57,1009998.57,0,
T00004,2025-05-15,2025-05-15,2025-05-15,2025-05-15 15:00:00+00:00,2025-05-15 16:00:00+00:00,LONG,103286.86,102848.61,102848.61,438.25,104601.61,0.4261,2025-05-15 18:00:00+00:00,2025-05-15 19:00:00+00:00,102898.37,stop_loss_ma_touch,102898.37,-388.49,9.68177365,1000000.00,996238.71,-3761.29,-0.3761,6237.28,1006237.28,0,
T00005,2025-05-15,2025-05-15,2025-05-15,2025-05-15 18:00:00+00:00,2025-05-15 19:00:00+00:00,SHORT,102712.37,102863.82,102863.82,151.45,102258.03,0.1472,2025-05-15 19:00:00+00:00,2025-05-15 20:00:00+00:00,102863.82,stop_loss_ma_touch,102863.82,-151.45,9.73592567,1000000.00,1001474.48,-1474.48,-0.1474,4762.80,1004762.80,0,
T00006,2025-05-15,2025-05-15,2025-05-15,2025-05-15 19:00:00+00:00,2025-05-15 20:00:00+00:00,LONG,103179.60,102858.72,102858.72,320.88,104142.25,0.3120,2025-05-15 21:00:00+00:00,2025-05-15 22:00:00+00:00,102853.58,stop_loss_ma_touch,102853.58,-326.02,9.69183831,1000000.00,996840.30,-3159.70,-0.3160,1603.10,1001603.10,0,
T00007,2025-05-16,2025-05-15,2025-05-16,2025-05-15 21:00:00+00:00,2025-05-15 22:00:00+00:00,LONG,103323.25,102839.30,102839.30,483.95,104775.10,0.4706,2025-05-16 08:00:00+00:00,2025-05-16 09:00:00+00:00,103250.95,stop_loss_ma_touch,103250.95,-72.30,9.67836378,1000000.00,999300.22,-699.78,-0.0700,903.31,1000903.31,1,
T00008,2025-05-16,2025-05-16,2025-05-16,2025-05-16 08:00:00+00:00,2025-05-16 09:00:00+00:00,LONG,103427.69,103298.44,103298.44,129.25,103815.44,0.1251,2025-05-16 09:00:00+00:00,2025-05-16 10:00:00+00:00,103815.44,target_hit_rr,103298.44,387.75,9.66859068,1000000.00,1003748.95,3748.95,0.3749,4652.26,1004652.26,0,Fixed 3R target hit.
T00009,2025-05-16,2025-05-16,2025-05-16,2025-05-16 10:00:00+00:00,2025-05-16 11:00:00+00:00,LONG,103842.81,103464.83,103464.83,377.98,104976.75,0.3653,2025-05-16 13:00:00+00:00,2025-05-16 14:00:00+00:00,103559.07,stop_loss_ma_touch,103559.07,-283.74,9.62993971,1000000.00,997267.56,-2732.44,-0.2732,1919.82,1001919.82,0,
T00010,2025-05-16,2025-05-16,2025-05-16,2025-05-16 13:00:00+00:00,2025-05-16 14:00:00+00:00,LONG,104048.99,103637.28,103637.28,411.71,105284.12,0.3973,2025-05-16 14:00:00+00:00,2025-05-16 15:00:00+00:00,103637.28,stop_loss_ma_touch,103637.28,-411.71,9.61085735,1000000.00,996043.13,-3956.87,-0.3957,-2037.05,997962.95,0,
